,BID
0,14276
1,14325
2,14444
3,14495
4,14498
5,14568
6,14739
7,14823
8,14864
9,14885
10,14910
11,15018
12,15067
13,15094
14,15114
15,15151
16,15152
17,15181
18,15212
19,15224
20,15240
21,15245
22,15249
23,15266
24,15280
25,15298
26,15309
27,15329
28,15342
29,15365
30,15376
31,15388
32,15403
33,15407
34,15411
35,15413
36,15419
37,15425
38,15430
39,15434
40,15439
41,15441
42,15465
43,15495
44,15501
45,15507
46,15509
47,15515
48,15519
49,15525
50,15537
51,15553
52,15561
53,15627
54,15630
55,15718
56,15722
57,15731
58,15737
59,15742
60,15743
61,15794
62,15823
63,15845
64,15856
65,15858
66,15871
67,15907
68,15910
69,15911
70,15916
71,15929
72,15934
73,15940
74,15956
75,15959
76,15963
77,15996
78,15999
79,16021
80,16069
81,16071
82,16098
83,16100
84,16126
85,16158
86,16186
87,16201
88,16205
89,16209
90,16224
91,16226
92,16231
93,16242
94,16244
95,16247
96,16251
97,16256
98,16264
99,16268
100,16277
101,16287
102,16296
103,16301
104,16310
105,16313
106,16323
107,16344
108,16347
109,16348
110,16351
111,16400
112,16403
113,16413
114,16435
115,16448
116,16451
117,16465
118,16516
119,16523
120,16551
121,16561
122,16646
123,16687
124,16688
125,16708
126,16732
127,16746
128,16765
129,16777
130,16837
131,16867
132,16871
133,16914
134,16916
135,16927
136,16930
137,16971
138,17038
139,17065
140,17099
141,17104
142,17159
143,17174
144,17182
145,17244
146,17272
147,17286
148,17297
149,17366
150,17378
151,17413
152,17532
153,17539
154,17575
155,17590
156,17593
157,17626
158,17638
159,17657
160,17687
161,17709
162,17713
