,CID
0,8162
1,8164
2,8166
3,8171
4,8173
5,8175
6,8176
7,8178
8,8179
9,8520
10,8521
11,8522
12,8538
13,8539
14,8540
15,8541
16,8546
17,8548
18,8549
19,8550
20,8551
21,8552
22,8687
23,10467
24,10468
25,10469
26,10470
27,10549
28,10551
29,10552
30,18349
31,18350
32,18351
33,19713
34,24226
35,24227
36,24228
37,24229
38,25169
39,31604
40,31605
41,32765
42,37995
43,37997
44,39040
45,39041
46,39042
47,39813
48,46414
49,46416
50,46417
51,46418
52,46423
53,46424
54,46425
55,46427
56,46428
57,46429
58,46430
59,46586
60,46587
61,53542
62,53543
63,53544
64,53545
65,53614
66,59922
67,59923
68,59924
69,59941
70,59942
71,59943
72,60819
73,61126
