,customer,weight,round,length
0,[69],[15],0,635.910661568
1,"[69, 98]","[6, 9]",1,1497.802328775
2,"[98, 44]","[12, 3]",2,2178.501876455
3,[44],[15],3,1423.195426924
4,"[44, 81, 25, 51, 109, 110, 72, 8]","[3, 1, 1, 2, 2, 2, 1, 3]",4,8104.421421896999
5,"[111, 112, 90, 70, 10, 74, 76, 73, 71, 60, 24, 123]","[1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2]",5,11036.377854437
6,"[92, 78, 17, 20, 80, 49, 0, 52, 19, 59, 21, 107]","[2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1]",6,14442.572437583
7,"[122, 28, 66, 65, 2, 129, 131, 32, 89, 86, 47, 97]","[2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",7,13711.306792939602
8,"[62, 22, 87, 88, 134, 33, 34, 1, 128, 120, 115, 93, 95]","[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1]",8,13780.305610077301
9,"[96, 61, 136, 35, 15, 114, 23, 113, 39, 11, 12, 38, 36]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",9,15014.316408753
