,customer,weight,round,length
0,"[42, 43, 49, 37, 65, 64, 161, 39, 132, 41]","[1, 1, 3, 1, 2, 1, 1, 1, 3, 1]",0,2542.9445776725997
1,"[139, 140, 40, 48, 36, 38, 83, 84, 111, 62, 85]","[1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2]",1,3099.996033543
2,"[86, 14, 112, 94, 110, 125, 124, 126, 127, 40, 136, 75, 159, 66]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]",2,4100.3890180049
3,"[99, 75, 119, 3, 33, 129, 109, 131, 149, 93, 15, 113, 7]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",3,4920.125002617001
4,"[28, 82, 63, 122, 121, 120, 135, 72, 142, 32, 97]","[1, 1, 3, 2, 1, 1, 1, 2, 1, 1, 1]",4,4876.2343279444
5,"[77, 16, 27, 114, 96, 145, 160, 155, 71, 134, 123]","[4, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]",5,6214.030268307699
6,"[9, 59, 156, 76, 116, 17, 26, 154, 143, 144]","[3, 1, 1, 1, 2, 2, 1, 2, 1, 1]",6,6622.085403427399
7,"[147, 146, 25, 115, 22, 158, 60]","[3, 3, 2, 1, 3, 2, 1]",7,6768.782613461001
8,"[91, 23, 61, 53, 79, 69]","[3, 1, 1, 1, 4, 5]",8,5079.764846792
9,"[44, 81, 5, 78, 68, 55, 54, 8, 10]","[2, 1, 1, 4, 3, 1, 1, 1, 1]",9,8738.747522880001
10,"[98, 56, 78, 6, 88, 107, 46, 105, 106]","[3, 1, 3, 3, 1, 1, 1, 1, 1]",10,9142.136765113999
11,"[29, 104, 103]","[3, 1, 1]",11,7311.976077714
