,BID
0,9461
1,9916
2,10017
3,10114
4,10115
5,10142
6,10145
7,10158
8,10176
9,10186
10,10216
11,10218
12,10221
13,10231
14,10316
15,10325
16,10331
17,10340
18,10344
19,10367
20,10373
21,10387
22,10411
23,10440
24,10443
25,10455
26,10485
27,10497
28,10501
29,10508
30,10512
31,10514
32,10521
33,10525
34,10547
35,10569
36,10571
37,10597
38,10606
39,10611
40,10615
41,10617
42,10625
43,10638
44,10659
45,10672
46,10677
47,10678
48,10683
49,10685
50,10698
51,10704
52,10709
53,10710
54,10731
55,10739
56,10758
57,10762
58,10781
59,10794
60,10796
61,10814
62,10823
63,10824
64,10845
65,10847
66,10854
67,10855
68,10856
69,10874
70,10879
71,10884
72,10892
73,10897
74,10903
75,10908
76,10922
77,10928
78,10932
79,10944
80,10950
81,10953
82,10955
83,10965
84,10968
85,10982
86,10988
87,10990
88,10994
89,10996
90,11028
91,11032
92,11039
93,11062
94,11101
95,11103
96,11105
97,11107
98,11111
99,11136
100,11148
101,11156
102,11161
103,11197
104,11210
105,11215
106,11220
107,11224
108,11235
109,11240
110,11244
111,11254
112,11258
113,11273
114,11279
115,11280
116,11286
117,11289
118,11292
119,11299
120,11303
121,11304
122,11307
123,11310
124,11313
125,11319
126,11320
127,11321
128,11328
129,11329
130,11340
131,11344
132,11355
133,11369
134,11371
135,11372
136,11383
137,11387
138,11389
139,11391
140,11393
141,11394
142,11403
143,11404
144,11405
145,11406
146,11407
147,11408
148,11415
149,11417
150,11421
151,11422
152,11428
153,11434
154,11441
155,11446
156,11452
157,11455
158,11456
159,11459
160,11461
161,11468
162,11470
163,11474
164,11476
165,11481
166,11482
167,11485
168,11490
169,11491
170,11495
171,11496
172,11497
173,11502
174,11503
175,11505
176,11517
177,11520
178,11522
179,11524
180,11526
181,11533
182,11536
183,11539
184,11541
185,11544
186,11547
187,11556
188,11557
189,11560
190,11561
191,11563
192,11564
193,11566
194,11567
195,11569
196,11570
197,11580
198,11581
199,11590
200,11592
201,11595
202,11596
203,11603
204,11605
205,11607
206,11608
207,11610
208,11614
209,11615
210,11616
211,11621
212,11631
213,11636
214,11637
215,11640
216,11643
217,11645
218,11647
219,11648
220,11655
221,11658
222,11663
223,11669
224,11675
225,11680
226,11685
227,11690
228,11691
229,11692
230,11697
231,11699
232,11703
233,11704
234,11705
235,11707
236,11710
237,11712
238,11720
239,11723
240,11724
241,11732
242,11736
243,11742
244,11746
245,11752
246,11760
247,11768
248,11772
249,11775
250,11782
251,11783
252,11791
253,11793
254,11795
255,11805
256,11808
257,11815
258,11816
259,11818
260,11819
261,11822
262,11838
263,11840
264,11849
265,11851
266,11852
267,11865
268,11871
269,11873
270,11879
271,11894
272,11895
273,11896
274,11897
275,11902
276,11905
277,11907
278,11910
279,11911
280,11914
281,11916
282,11923
283,11925
284,11926
285,11932
286,11948
287,11954
288,11955
289,11957
290,11967
291,11971
292,11975
293,11976
294,11979
295,11980
296,11982
297,11993
298,12005
299,12008
300,12010
301,12021
302,12024
303,12026
304,12031
305,12032
306,12037
307,12043
308,12047
309,12056
310,12059
311,12062
312,12066
313,12074
314,12076
315,12084
316,12086
317,12091
318,12095
319,12096
320,12101
321,12109
322,12111
323,12112
324,12124
325,12127
326,12129
327,12135
328,12139
329,12148
330,12149
331,12154
332,12170
333,12181
334,12188
335,12195
336,12201
337,12210
338,12213
339,12215
340,12216
341,12230
342,12236
343,12239
344,12253
345,12265
346,12267
347,12272
348,12295
349,12305
350,12313
351,12320
352,12327
353,12359
354,12367
355,12369
356,12410
357,12427
358,12446
359,12490
360,12517
361,12596
362,12608
363,12621
364,12658
365,12722
366,12747
367,12796
368,12827
369,12885
370,12910
371,12967
372,13026
373,13055
