,customer,weight,round,length
0,"[147, 70, 90, 125, 122, 42, 124, 118]","[1, 1, 8, 1, 1, 1, 1, 1]",0,2457.8693985716004
1,"[63, 90, 148, 153]","[3, 10, 1, 1]",0,1855.4368341089998
2,"[123, 95, 94, 117, 38, 31, 89, 143, 182, 25, 130]","[1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1]",1,5323.239307167601
3,"[121, 41, 96, 40, 93, 44, 52, 23, 113]","[1, 1, 1, 1, 1, 1, 1, 1, 7]",1,2726.1917117499997
4,"[138, 51, 56, 80, 131, 24, 181, 179, 28, 43]","[2, 2, 3, 1, 1, 1, 1, 1, 1, 2]",2,4353.007582125
5,"[104, 30, 87, 155, 154, 84, 32, 83, 150, 164, 151, 103]","[1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1]",2,3684.5953707741996
6,"[14, 152, 60, 20, 140, 132, 134, 48, 79, 176, 149]","[1, 1, 2, 3, 1, 1, 2, 1, 1, 1, 1]",3,8326.061368732
7,[20],[15],3,4715.24668274
8,"[174, 165, 110, 67, 163, 69, 161, 68, 135, 160, 20]","[3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1]",4,8568.519245313999
9,[],[],4,0.0
