,customer,weight,round,length
0,"[127, 118, 97, 59, 135, 155, 136, 73, 119, 31]","[1, 1, 1, 1, 1, 1, 6, 1, 1, 1]",0,3315.930257621
1,"[61, 94, 95, 96, 17, 19, 116, 131, 37, 34, 33, 38]","[2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1]",0,3518.6806122077005
2,"[153, 154, 23, 148, 48, 49, 126, 125, 124, 25, 57, 56]","[1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2]",1,2255.8588579449993
3,"[55, 13, 12, 11, 82, 83, 80, 22, 71, 10, 9, 70, 99, 69, 100]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,2245.212174805
4,"[122, 121, 142, 141, 84, 113, 66, 112, 67, 138, 139, 152]","[1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1]",2,2069.552874092
5,"[102, 101, 81, 107, 108, 109, 110, 77, 78, 15, 129, 14, 123, 98, 103]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2,2015.8377326162001
6,"[111, 120, 143, 144, 75, 76, 104, 130]","[1, 6, 2, 1, 2, 1, 1, 1]",3,2056.5640230787003
7,"[52, 51, 27, 30, 147, 92, 64, 26, 40, 90, 114]","[3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1]",3,2964.01397446
8,[],[],4,0.0
9,"[7, 91]","[1, 1]",4,2906.636702551
