,CID
0,10303
1,10304
2,10306
3,10501
4,10502
5,10510
6,17063
7,17076
8,17184
9,17185
10,17186
11,17187
12,17188
13,17189
14,23847
15,23976
16,24196
17,24385
18,31008
19,31010
20,31011
21,31012
22,31013
23,31014
24,31015
25,31016
26,31018
27,31019
28,31020
29,31022
30,31023
31,31650
32,31840
33,38705
34,38706
35,38707
36,38708
37,38709
38,38710
39,38711
40,39332
41,45984
42,45985
43,45986
44,45987
45,45988
46,45990
47,45991
48,45992
49,45993
50,45994
51,45995
52,46172
53,46503
54,46504
55,46793
56,46794
57,46795
58,53358
59,53359
60,53360
61,53361
62,53362
63,53363
64,53364
65,53571
66,53572
67,53574
68,53758
69,53759
70,53765
71,59681
72,59682
73,59683
74,59684
75,59685
76,60201
77,60202
78,60203
79,60204
