,CID
0,1822
1,3022
2,3046
3,3047
4,3049
5,3050
6,3056
7,3057
8,3058
9,3059
10,4486
11,4487
12,4488
13,4489
14,4490
15,4491
16,4641
17,4642
18,4643
19,4650
20,4651
21,4652
22,4653
23,4654
24,4657
25,4658
26,4659
27,4660
28,4661
29,4662
30,4663
31,4908
32,4911
33,4912
34,5019
35,5020
36,5023
37,5024
38,5026
39,5030
40,5031
41,5032
42,5033
43,5034
44,5410
45,5411
46,5412
47,5413
48,5414
49,5415
50,5417
51,5418
52,5419
53,5420
54,5421
55,5423
56,5424
57,5425
58,5426
59,5427
60,5429
61,5456
62,6186
63,6187
64,6188
65,6189
66,6448
67,6449
68,6450
69,6526
70,10114
71,10115
72,10983
73,10984
74,10985
75,10987
76,10988
77,10991
78,10992
79,11082
80,11084
81,11086
82,11087
83,11090
84,11092
85,11093
86,11094
87,11095
88,11238
89,11239
90,11241
91,11242
92,11243
93,11319
94,11320
95,11321
96,11322
97,11423
98,11424
99,11425
100,17998
101,17999
102,18000
103,18017
104,18180
105,18181
106,18182
107,18232
108,18233
109,18234
110,18235
111,18236
112,18240
113,18241
114,18242
115,18328
116,18329
117,18331
118,23850
119,23852
120,23854
121,23855
122,24858
123,24957
124,24988
125,24989
126,24990
127,24991
128,24992
129,25035
130,25036
131,25039
132,25040
133,25041
134,25042
135,25044
136,25045
137,25047
138,25057
139,32023
140,32025
141,32260
142,32261
143,32262
144,32305
145,32307
146,32471
147,32472
148,32473
149,32474
150,32475
151,32476
152,39566
153,39567
154,39568
155,39579
156,39580
157,39581
158,39625
159,39718
160,39719
161,39751
162,39859
163,39860
164,39862
165,47027
166,47061
167,47067
168,47068
169,47272
170,47276
171,47277
172,47278
173,47346
174,47348
175,47349
176,47350
177,54050
178,54051
179,54053
180,54054
181,54055
182,54156
183,54157
184,54158
185,54159
186,54160
187,54161
188,54162
189,54163
190,54215
191,54216
192,54311
193,54312
194,54313
195,54314
196,54315
197,54318
198,54319
199,54321
200,54325
201,54326
202,54327
203,60602
204,60604
205,60813
206,60872
207,60873
