,customer,weight,round,length
0,"[19, 18, 62, 10, 68, 12, 79, 61, 47, 49, 67, 17, 58]","[3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,2719.5314577402
1,"[70, 44]","[1, 14]",0,356.0886335622
2,"[25, 24, 75, 78, 26, 77, 76, 43]","[3, 2, 1, 2, 3, 1, 1, 2]",0,2996.579244596
3,"[54, 9, 20, 64, 65, 46, 21, 3, 4]","[2, 3, 1, 1, 1, 4, 1, 1, 1]",0,2466.6426523715
4,"[60, 38, 59, 42]","[1, 8, 1, 5]",0,1472.190782704
5,"[56, 15, 74, 36, 34]","[2, 3, 2, 1, 2]",1,2015.858368909
6,[],[],1,0.0
7,"[72, 44, 50]","[7, 1, 1]",1,1021.474845664
8,[],[],1,0.0
9,"[48, 51, 41, 40, 53, 1, 52, 2, 0, 80, 8]","[1, 1, 3, 1, 1, 1, 2, 1, 1, 2, 1]",1,4327.728908827
