,CID
0,9402
1,9403
2,9404
3,9405
4,9406
5,9407
6,9408
7,9409
8,9410
9,9412
10,9413
11,9414
12,9669
13,9670
14,9671
15,10196
16,10197
17,12209
18,16082
19,16085
20,16086
21,16090
22,16091
23,16279
24,16280
25,16282
26,16283
27,16284
28,17097
29,17167
30,22894
31,22895
32,22896
33,22897
34,22898
35,22899
36,22900
37,23181
38,23182
39,23183
40,26160
41,29888
42,29889
43,29890
44,29891
45,29892
46,30046
47,30047
48,30048
49,30049
50,30050
51,30051
52,30052
53,30053
54,30054
55,30060
56,30061
57,30062
58,30065
59,30066
60,30067
61,30068
62,30069
63,30070
64,30278
65,30279
66,30280
67,30281
68,30283
69,30284
70,30285
71,37820
72,37821
73,37834
74,39806
75,45207
76,48121
77,51964
78,52361
79,52362
80,52390
81,52494
82,55320
83,58740
84,58881
85,59098
86,59599
87,61426
88,61429
89,61594
