,customer,weight,round,length
0,"[156, 91, 23, 10, 8, 158, 98, 61, 60, 59]","[1, 3, 1, 1, 1, 2, 3, 1, 1, 1]",0,4337.3441108477
1,"[9, 53, 54, 55, 56, 29, 123, 63, 66]","[3, 1, 1, 1, 1, 3, 1, 3, 1]",0,5013.830663699199
2,"[159, 65, 86, 7, 22, 77, 82, 28, 27]","[1, 2, 1, 1, 3, 4, 1, 1, 1]",1,3769.0172700846
3,"[121, 122, 69, 79, 99, 140]","[1, 2, 5, 4, 2, 1]",1,2694.2054860999997
4,"[75, 68, 78, 120, 135, 119]","[2, 3, 7, 1, 1, 1]",2,3704.433135446
5,"[43, 139, 136, 113, 16, 76, 116, 17, 26, 14, 85]","[1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2]",2,3750.489279676999
6,"[49, 127, 40, 144, 134, 71, 72, 126, 48, 37]","[3, 1, 2, 1, 1, 1, 2, 1, 2, 1]",3,2613.0328163744994
7,"[41, 132, 39, 84, 62, 111, 112, 15, 114, 115, 64, 42]","[1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1]",3,3406.7653441066
8,"[3, 97, 32, 33, 142, 160, 145, 147, 143, 25, 155]","[1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 2]",4,3675.4484874447003
9,"[132, 125, 38, 161, 83, 109, 110, 94, 93, 149, 131, 129, 124, 36]","[1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",4,2736.9332144486993
10,"[96, 154, 146]","[1, 2, 3]",5,2842.539743104
11,"[44, 106, 105, 46, 104, 107, 103, 88, 6, 81, 5]","[2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1]",5,5398.026135893
