,customer,weight,round,length
0,"[219, 95, 94, 93, 44, 97, 23, 182, 165, 241, 53, 19, 20]","[1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1]",0,3004.0378971275
1,"[29, 172, 8, 130, 131, 128, 18, 88, 173, 87]","[1, 1, 1, 1, 1, 1, 1, 2, 1, 5]",0,3426.279327841
2,"[190, 189, 30, 205, 204, 192, 70, 154, 155, 147, 148, 54]","[1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1]",0,3382.5458950920006
3,"[169, 58, 144, 26, 28, 25, 6, 4, 206, 7]","[1, 1, 3, 1, 2, 2, 1, 1, 1, 2]",0,3484.2163855050003
4,"[217, 216, 126, 129, 117, 118, 158, 233, 24, 140, 229]","[1, 2, 1, 2, 1, 1, 1, 1, 2, 2, 1]",1,7475.999339649
5,"[210, 111, 110, 65, 38, 222, 149, 253, 243, 242, 246, 92]","[2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2]",1,7470.9556386350005
6,"[181, 86, 208, 75, 196, 197, 109, 91, 90, 89, 163]","[3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2]",1,4287.845457032
7,"[185, 184, 138, 215, 161, 162, 237]","[3, 2, 2, 4, 1, 1, 2]",1,5160.370973190999
8,"[122, 123, 218, 183, 239, 51, 83, 230, 213, 159]","[1, 1, 2, 1, 3, 2, 1, 1, 1, 1]",2,6603.837029465
9,[],[],2,0.0
10,[],[],2,0.0
11,"[221, 63, 248, 10, 11, 203, 202, 114, 57, 72, 250, 115, 37, 152]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2,8306.726838183
