,customer,weight,round,length
0,"[35, 36, 179, 105, 144, 145, 150, 67, 65, 64, 62, 33, 61]","[1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,2402.8479939107
1,"[77, 42, 79, 44, 73, 74, 81, 80, 75, 175, 139, 21, 59]","[2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1]",0,3758.577511604
2,"[147, 30, 164, 167, 47, 94, 92, 126, 155, 166, 95, 96]","[1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1]",0,3321.5202765027
3,"[149, 143, 134, 182, 55, 56, 189, 54, 103, 101, 45, 104]","[2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2]",0,2761.228127405
4,"[121, 116, 113, 114, 16, 170, 117, 4, 0, 5, 2]","[3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2]",1,4231.5736521247
5,"[51, 128, 50, 130, 129, 192, 84, 85, 108, 109]","[2, 1, 1, 1, 2, 2, 1, 1, 1, 3]",1,3453.2064100615
6,"[48, 68, 41, 60, 156, 157, 158, 191, 160, 82, 162, 163, 38, 183]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,5309.1666162891
7,"[124, 125, 24, 14, 13, 112, 172]","[1, 2, 1, 4, 2, 4, 1]",1,4325.970110859
8,[],[],2,0.0
9,[],[],2,0.0
10,"[170, 187, 18, 78, 19, 3, 174]","[1, 2, 1, 1, 2, 1, 3]",2,4403.797190295999
11,[],[],2,0.0
