,CID
0,6050
1,6052
2,6053
3,9851
4,9852
5,9853
6,11099
7,11100
8,11727
9,11728
10,11729
11,11731
12,12366
13,12664
14,16561
15,18775
16,18776
17,18783
18,19458
19,23358
20,23359
21,23360
22,23361
23,23362
24,23363
25,23364
26,25649
27,25650
28,25651
29,25652
30,25653
31,25659
32,26291
33,26292
34,30076
35,30077
36,30078
37,30079
38,30080
39,32798
40,32799
41,32800
42,32801
43,32802
44,33428
45,33429
46,33519
47,40184
48,45376
49,52760
50,52761
51,54179
52,54180
53,54181
54,54768
55,54769
56,54770
57,55121
58,55122
59,59253
60,59254
61,59255
62,60593
63,61132
64,61147
65,61148
66,61149
67,61684
68,61685
69,61687
70,61688
71,61689
