,customer,weight,round,length
0,"[123, 124, 121, 113, 94, 95, 41, 42, 125, 63]","[1, 1, 1, 4, 1, 1, 1, 1, 1, 3]",0,2285.5144344249998
1,"[147, 70, 148, 153, 117, 118, 38, 143, 182, 25, 130]","[1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1]",0,2695.7416955501
2,"[113, 149, 80, 179, 181, 28, 151, 150, 164, 104, 43, 103]","[3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",1,3643.0514427737
3,"[90, 122, 96, 40, 93, 23, 138, 131, 24]","[6, 1, 1, 1, 1, 1, 2, 1, 1]",1,4417.34008246
4,"[83, 84, 30, 90]","[1, 1, 1, 12]",2,4118.4901236959995
5,"[152, 14, 176, 79, 48, 134, 132, 51, 52, 44, 56]","[1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 3]",2,6208.912296522999
6,"[31, 87, 89, 32, 154, 155, 60, 174, 165]","[1, 1, 1, 3, 2, 1, 2, 3, 1]",3,6641.042008912701
7,"[110, 67, 163, 20, 140]","[1, 1, 1, 11, 1]",3,7033.561512949
8,"[69, 161, 68, 135, 160, 20]","[2, 1, 1, 1, 1, 8]",4,7382.069361399001
9,[],[],4,0.0
