,CID
0,5632
1,12869
2,12870
3,12898
4,13005
5,13048
6,13049
7,13060
8,13061
9,13062
10,13063
11,13064
12,13065
13,13066
14,13078
15,13085
16,13122
17,13123
18,13414
19,13415
20,13416
21,13448
22,13449
23,13450
24,13451
25,13452
26,13455
27,13477
28,13478
29,13479
30,13491
31,13492
32,13493
33,13510
34,19978
35,19979
36,19980
37,19981
38,19982
39,19984
40,20022
41,20023
42,20024
43,20025
44,20049
45,20050
46,20051
47,20052
48,20053
49,20260
50,20263
51,20494
52,20495
53,20496
54,20497
55,20498
56,20499
57,20500
58,20501
59,20502
60,20503
61,20523
62,20524
63,20525
64,20526
65,20527
66,20528
67,20529
68,20530
69,20532
70,20546
71,20551
72,20578
73,20579
74,20604
75,20605
76,20606
77,20607
78,20622
79,20623
80,25720
81,25721
82,25722
83,25723
84,25727
85,26811
86,26812
87,26815
88,26817
89,26818
90,26819
91,26820
92,26821
93,26822
94,26840
95,26876
96,26877
97,26878
98,26879
99,26880
100,26881
101,26882
102,26883
103,27005
104,27006
105,27074
106,27355
107,27356
108,27357
109,27358
110,27359
111,27360
112,27361
113,27362
114,27363
115,27364
116,27365
117,27366
118,27367
119,27403
120,27467
121,27468
122,27491
123,27492
124,27493
125,34047
126,34048
127,34049
128,34050
129,34052
130,34053
131,34054
132,34055
133,34056
134,34057
135,34058
136,34060
137,34061
138,34062
139,34063
140,34064
141,34112
142,34113
143,34114
144,34115
145,34147
146,34148
147,34221
148,34284
149,34285
150,34343
151,34344
152,34345
153,34346
154,34347
155,34560
156,34591
157,34628
158,34634
159,34636
160,34641
161,34671
162,41265
163,41325
164,41326
165,41327
166,41395
167,41397
168,41509
169,41510
170,41521
171,41559
172,41560
173,41853
174,41891
175,41892
176,41907
177,41908
178,41936
179,41937
180,48975
181,48977
182,48978
183,48981
184,48982
185,48983
186,48984
187,48985
188,49027
189,49186
190,49476
191,49477
192,49478
193,49479
194,49481
195,49586
196,49622
197,55876
198,55877
199,55883
200,55950
201,55951
202,55952
203,55953
204,55954
205,56053
206,56054
207,56073
208,56118
209,56144
210,56158
211,56159
212,56160
213,56161
214,56506
215,56545
216,61232
217,61233
218,61234
219,61237
220,61240
221,61245
222,61381
223,62145
224,62146
225,62147
226,62148
227,62184
228,62315
229,62316
230,62318
231,62319
232,62320
233,62321
234,62322
235,62378
236,62379
237,62380
238,62733
239,62734
240,62735
241,62736
242,62759
243,62763
244,62789
245,62790
246,62791
247,62792
248,62793
249,62794
250,62795
251,62796
252,62797
253,62798
254,62799
255,62800
256,62801
257,62802
258,62832
259,62851
260,62852
