,customer,weight,round,length
0,"[47, 85]","[1, 14]",0,341.5426853187
1,"[51, 90, 61, 45]","[4, 4, 6, 1]",0,630.4917594907
2,"[44, 30, 26, 50, 48]","[1, 4, 8, 1, 1]",0,2324.8520524565
3,"[59, 60, 15, 8, 24, 7]","[5, 6, 1, 1, 1, 1]",1,1335.0322996251002
4,"[11, 16, 10, 17, 65, 64, 57, 25, 22, 76]","[1, 5, 1, 1, 1, 1, 2, 1, 1, 1]",1,5657.949746331699
5,"[62, 9]","[13, 2]",1,756.9638372669999
6,"[39, 27, 40, 78, 12, 28, 75, 88, 37, 23, 38, 33]","[1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2]",2,6147.9694917918
7,"[41, 19, 18, 80, 54, 56, 81, 14]","[1, 2, 1, 2, 1, 1, 2, 5]",2,6847.181985878
8,"[1, 72, 2, 3]","[10, 1, 3, 1]",2,4738.392198896
9,"[0, 70, 87, 49, 86, 69, 68, 43, 31]","[4, 1, 1, 1, 1, 1, 3, 1, 1]",3,6777.7554439204005
10,[],[],3,0.0
11,[],[],3,0.0
