,CID
0,3011
1,3026
2,3027
3,3028
4,3029
5,3030
6,3032
7,3060
8,3061
9,10116
10,10117
11,10118
12,10119
13,10120
14,10121
15,10122
16,10989
17,10993
18,10994
19,10995
20,10998
21,11002
22,11003
23,11004
24,11005
25,11006
26,11096
27,11097
28,11098
29,11304
30,11323
31,17989
32,18001
33,18002
34,18003
35,18004
36,18005
37,18006
38,18007
39,18281
40,18334
41,18335
42,23849
43,23856
44,23858
45,23859
46,23860
47,23861
48,23862
49,23863
50,23864
51,24841
52,24842
53,24843
54,24844
55,24845
56,24846
57,24847
58,24849
59,24850
60,24851
61,24860
62,24861
63,24862
64,24863
65,24864
66,24865
67,24866
68,24867
69,24868
70,24869
71,24870
72,25152
73,32350
74,32351
75,32352
76,32353
77,32354
78,32356
79,32358
80,32380
81,32381
82,32382
83,32383
84,32392
85,32393
86,32394
87,32395
88,32396
89,32397
90,32398
91,32461
92,32462
93,39569
94,39570
95,39571
96,39572
97,39787
98,39817
99,39818
100,39819
101,39820
102,39821
103,39822
104,39825
105,39826
106,39827
107,39828
108,39829
109,39830
110,39831
111,39861
112,39863
113,39864
114,39865
115,47057
116,47058
117,47422
118,47423
119,47424
120,47425
121,47426
122,47427
123,47428
124,47429
125,47430
126,47431
127,47432
128,47433
129,47435
130,47464
131,54057
132,54059
133,54060
134,54061
135,54062
136,54063
137,54064
138,54165
139,54166
140,54167
141,54168
142,54169
143,54170
144,54171
145,54310
146,54316
147,54317
148,54407
149,54408
150,54409
151,54410
152,54411
153,54412
154,54413
155,60731
