,BID
0,27022
1,27093
2,27099
3,27100
4,27101
5,27106
6,27114
7,27115
8,27142
9,27146
10,27147
11,27148
12,27159
13,27162
14,27198
15,27216
16,27225
17,27231
18,27248
19,27288
20,27289
21,27300
22,27368
23,27388
24,27415
25,27439
26,27510
27,27542
28,27599
29,27640
30,27661
31,27709
32,27761
33,27770
34,27797
35,27849
36,27858
37,27861
38,27877
39,27930
40,27938
41,27991
42,28013
43,28062
44,28078
45,28095
46,28141
47,28156
48,28215
49,28239
50,28251
51,28277
52,28289
53,28320
54,28322
55,28325
56,28333
57,28335
58,28389
59,28420
60,28452
61,28482
62,28523
63,28533
64,28537
65,28577
66,28580
67,28625
68,28629
69,28677
70,28712
71,28739
72,28759
73,28795
74,28815
75,28861
76,28873
77,28924
78,28931
79,28938
80,28986
81,28999
82,29028
83,29038
84,29055
85,29061
86,29066
87,29094
88,29106
89,29110
90,29112
91,29127
92,29131
93,29138
94,29169
95,29183
96,29241
97,29248
98,29291
99,29303
100,29358
101,29420
102,29458
103,29464
104,29488
105,29492
106,29541
107,29603
108,29626
109,29648
110,29781
111,29816
112,29830
113,29876
114,29951
115,29957
116,29996
117,30004
118,30059
119,30099
120,30166
121,30308
122,30389
123,30555
124,30585
125,31117
