,CID
0,1974
1,9415
2,9417
3,9418
4,9419
5,9420
6,9421
7,9422
8,9423
9,9424
10,9425
11,9426
12,9427
13,9428
14,9429
15,9438
16,9439
17,9440
18,9441
19,9442
20,11743
21,11744
22,11939
23,16715
24,16933
25,24801
26,24802
27,24803
28,24804
29,24805
30,24806
31,24807
32,24808
33,24809
34,24810
35,24811
36,24812
37,24813
38,24814
39,24815
40,24816
41,24817
42,24818
43,24820
44,24967
45,24970
46,24971
47,24972
48,24973
49,25519
50,25520
51,26406
52,26407
53,26408
54,30092
55,32541
56,32707
57,33134
58,33135
59,40110
60,40111
61,40112
62,40113
63,40114
64,45964
65,47639
66,47640
67,47641
68,47642
69,47643
70,52403
71,52404
72,52405
73,52406
74,54029
75,54030
76,54031
77,54032
78,54033
79,54034
80,54037
81,54709
82,58960
83,60919
84,61073
85,61074
86,61076
87,61077
88,61159
89,61160
90,61161
91,61338
