,customer,weight,round,length
0,"[28, 189, 188, 182, 184, 33, 235, 234, 307, 22, 227, 187, 180, 228]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",0,7811.119876744001
1,"[222, 64, 213, 121, 122, 119, 176, 175, 226, 86, 87, 263, 91]","[1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2]",0,5886.9425712483
2,"[81, 82, 88, 84, 51, 221, 163, 164, 65, 151, 150, 171, 208, 146]","[1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,3978.43045794
3,"[25, 120, 107, 35, 47, 72, 71, 37, 38, 52, 73, 83]","[1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1]",1,5771.4808313602
4,"[301, 85, 80, 99, 166, 209, 61, 114, 206, 59, 147, 149]","[1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2]",2,4882.1308011643005
5,"[36, 127, 125, 124, 54, 44, 112, 113, 152, 201, 257]","[1, 1, 4, 1, 1, 1, 1, 2, 1, 1, 1]",2,7144.776820738
6,"[106, 204, 12, 283, 284, 286, 42, 41, 98, 39, 99, 58]","[1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1]",3,5759.780051575999
7,"[248, 16, 246, 280, 100, 102, 43, 203, 153, 14, 241, 242, 17]","[2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1]",3,6720.8307019351005
8,"[282, 298, 243, 245, 5, 297, 145, 138, 278, 0, 269, 210, 262, 261]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]",4,6740.646648754001
9,"[292, 264, 291, 19, 289, 288, 55, 143, 220, 144, 140, 141]","[1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1]",4,6397.976956571
10,[],[],5,0.0
11,[56],[1],5,5239.0418688
