,BID
0,31990
1,32029
2,32137
3,32149
4,32202
5,32211
6,32331
7,32715
8,32799
9,32860
10,32909
11,32939
12,32956
13,32999
14,33007
15,33121
16,33127
17,33143
18,33162
19,33178
20,33191
21,33201
22,33217
23,33238
24,33243
25,33277
26,33301
27,33311
28,33328
29,33333
30,33349
31,33383
32,33397
33,33411
34,33426
35,33449
36,33482
37,33487
38,33497
39,33549
40,33559
41,33580
42,33594
43,33611
44,33657
45,33674
46,33676
47,33691
48,33706
49,33720
50,33725
51,33728
52,33735
53,33775
54,33777
55,33785
56,33825
57,33831
58,33842
59,33848
60,33853
61,33865
62,33868
63,33878
64,33900
65,33903
66,33904
67,33907
68,33937
69,33985
70,33990
71,33991
72,33992
73,33995
74,33999
75,34003
76,34007
77,34010
78,34017
79,34022
80,34040
81,34062
82,34071
83,34089
84,34101
85,34111
86,34116
87,34137
88,34138
89,34147
90,34170
91,34174
92,34176
93,34259
94,34275
95,34281
96,34311
97,34352
98,34366
99,34377
100,34389
101,34398
102,34401
103,34404
104,34416
105,34436
106,34455
107,34456
108,34464
109,34488
110,34510
111,34511
112,34550
113,34583
114,34588
115,34609
116,34632
117,34638
118,34664
119,34670
120,34687
121,34713
122,34731
123,34757
124,34786
125,34792
126,34842
127,34864
128,34869
129,34889
130,34896
131,34945
132,34947
133,34981
134,34990
135,35000
136,35041
137,35088
138,35120
139,35142
140,35216
141,35458
142,35469
