,CID
0,2668
1,2669
2,2670
3,2671
4,7699
5,8927
6,9070
7,9071
8,9072
9,9073
10,9105
11,9109
12,9110
13,11283
14,11583
15,11584
16,11585
17,11586
18,11588
19,11589
20,11893
21,15747
22,15748
23,15749
24,15860
25,15861
26,15862
27,15863
28,15907
29,15908
30,15909
31,15910
32,15911
33,15912
34,15913
35,15915
36,15917
37,15919
38,17967
39,18872
40,18873
41,18874
42,18875
43,22637
44,22638
45,22639
46,22640
47,22641
48,22642
49,22643
50,22644
51,22645
52,22646
53,22647
54,22648
55,22649
56,22650
57,22654
58,22655
59,22656
60,22657
61,22658
62,22659
63,22660
64,22661
65,22838
66,22839
67,22840
68,22841
69,22842
70,22843
71,22866
72,22867
73,22868
74,22889
75,22906
76,24789
77,24790
78,25395
79,25749
80,25750
81,25751
82,25835
83,25848
84,25900
85,26151
86,26152
87,29682
88,29683
89,29684
90,29685
91,29686
92,29687
93,29691
94,29693
95,29694
96,29883
97,29884
98,29885
99,32278
100,32372
101,32574
102,32575
103,32576
104,32577
105,32578
106,32579
107,32645
108,32646
109,32647
110,32649
111,32942
112,33305
113,37285
114,37286
115,37287
116,37288
117,37289
118,37290
119,37291
120,37449
121,37450
122,37468
123,37469
124,37470
125,37471
126,37472
127,37473
128,37474
129,37475
130,37489
131,37494
132,37495
133,37496
134,37497
135,37506
136,40217
137,40447
138,44452
139,44453
140,44454
141,44494
142,44495
143,44496
144,44497
145,44498
146,47386
147,47678
148,47903
149,47904
150,51768
151,51971
152,54610
153,54611
154,54612
155,54613
156,54614
157,54615
158,54616
159,54857
160,58699
161,58700
162,58701
163,58730
164,58731
165,58732
166,58733
167,58765
168,60756
169,61855
