,CID
0,6850
1,6851
2,6956
3,6957
4,6958
5,7292
6,7293
7,7296
8,7297
9,7298
10,7299
11,7300
12,7301
13,7302
14,7303
15,7308
16,7309
17,7310
18,7311
19,7312
20,7313
21,7316
22,7317
23,7318
24,7319
25,7320
26,7384
27,7387
28,7388
29,7607
30,7608
31,7609
32,7628
33,7629
34,7631
35,7859
36,7861
37,7862
38,7863
39,7864
40,7866
41,7867
42,7870
43,8088
44,8089
45,8090
46,8091
47,8092
48,8093
49,8094
50,8137
51,8139
52,8142
53,8143
54,8144
55,8145
56,8146
57,8148
58,8513
59,8647
60,8648
61,8649
62,8650
63,8652
64,8653
65,8654
66,8655
67,8657
68,8658
69,8659
70,8660
71,8661
72,8662
73,8663
74,8664
75,8665
76,9983
77,9984
78,9985
79,9986
80,9990
81,9991
82,16565
83,16566
84,16878
85,16879
86,16880
87,16885
88,16886
89,16887
90,17323
91,17324
92,17325
93,17326
94,17327
95,17329
96,17330
97,17332
98,17333
99,17334
100,17335
101,17336
102,17337
103,17338
104,17339
105,23585
106,23586
107,23590
108,23591
109,23592
110,23627
111,24038
112,24039
113,24040
114,30610
115,30611
116,30612
117,30613
118,30627
119,30628
120,31477
121,31478
122,38179
123,38180
124,38181
125,38939
126,45812
127,45819
128,45820
129,45821
130,45822
131,46291
132,46292
133,52975
134,52979
135,52980
136,53033
137,53034
138,53035
139,53473
140,59470
141,59471
142,59472
143,59473
144,59474
145,59804
146,59807
