,BID
0,2794
1,3048
2,3050
3,3066
4,3088
5,3090
6,3098
7,3101
8,3103
9,3104
10,3105
11,3106
12,3108
13,3109
14,3113
15,3116
16,3117
17,3139
18,3146
19,3149
20,3152
21,3154
22,3167
23,3171
24,3176
25,3181
26,3184
27,3194
28,3202
29,3221
30,3233
31,3238
32,3247
33,3260
34,3261
35,3275
36,3279
37,3284
38,3303
39,3327
40,3352
41,3355
42,3370
43,3373
44,3375
45,3380
46,3393
47,3422
48,3424
49,3432
50,3435
51,3438
52,3460
53,3480
54,3486
55,3490
56,3493
57,3499
58,3527
59,3554
60,3561
61,3569
62,3570
63,3576
64,3585
65,3596
66,3597
67,3620
68,3623
69,3632
70,3637
71,3638
72,3643
73,3653
74,3657
75,3682
76,3697
77,3702
78,3704
79,3708
80,3720
81,3728
82,3730
83,3735
84,3739
85,3744
86,3764
87,3767
88,3768
89,3772
90,3797
91,3811
92,3825
93,3834
94,3850
95,3861
96,3916
97,3924
98,3925
99,3942
100,3956
101,3958
102,3968
103,3974
104,4005
105,4017
106,4018
107,4022
108,4074
109,4076
110,4091
111,4168
112,4170
113,4173
114,4209
115,4213
116,4307
117,4327
118,4332
119,4343
120,4359
121,4363
122,4368
123,4470
124,4483
125,4503
126,4575
127,4675
128,4679
129,4722
130,4727
131,4744
132,4764
133,4767
134,4776
135,4782
136,4783
137,4795
138,4802
139,4803
140,4807
141,4817
142,4819
143,4823
144,4833
145,4838
146,4842
147,4846
148,4849
149,4854
150,4864
151,4872
152,4877
153,4880
154,4892
155,4896
156,4911
157,4912
158,4920
159,4924
160,4925
161,4934
162,4941
163,4944
164,4945
165,4950
166,4951
167,4956
168,4959
169,4960
170,4962
171,4963
172,4971
173,4974
174,4976
175,4977
176,4986
177,4988
178,4992
179,4994
180,4995
181,5000
182,5003
183,5008
184,5009
185,5010
186,5015
187,5019
188,5020
189,5021
190,5023
191,5026
192,5028
193,5035
194,5037
195,5042
196,5045
197,5046
198,5066
199,5076
200,5085
201,5089
202,5098
203,5111
204,5135
205,5147
206,5155
207,5165
208,5199
209,5243
210,5245
211,5262
212,5266
213,5270
214,5280
215,5284
216,5285
217,5290
218,5310
219,5317
220,5321
221,5322
222,5329
223,5330
224,5336
225,5347
226,5348
227,5349
228,5357
229,5361
230,5362
231,5365
232,5369
233,5375
234,5387
235,5394
236,5398
237,5401
238,5407
239,5413
240,5422
241,5427
242,5433
243,5437
244,5438
245,5450
246,5456
247,5460
248,5466
249,5478
250,5479
251,5482
252,5490
253,5506
254,5509
255,5513
256,5514
257,5521
258,5533
259,5542
260,5545
261,5547
262,5551
263,5553
264,5555
265,5570
266,5575
267,5578
268,5580
269,5585
270,5591
271,5592
272,5595
273,5596
274,5597
275,5598
276,5604
277,5620
278,5627
279,5631
280,5635
281,5637
282,5640
283,5653
284,5676
285,5684
286,5685
287,5706
288,5718
289,5719
290,5730
291,5732
292,5733
293,5740
294,5756
295,5767
296,5771
297,5773
298,5774
299,5800
300,5801
301,5802
302,5814
303,5836
304,5838
305,5843
306,5846
307,5856
308,5866
309,5868
310,5882
311,5885
312,5895
313,5897
314,5900
315,5905
316,5906
317,5911
318,5916
319,5928
320,5929
321,5936
322,5937
323,5938
324,5942
325,5944
326,5946
327,5955
328,5960
329,5962
330,5971
331,5978
332,5979
333,5980
334,5983
335,5994
336,6005
337,6006
338,6014
339,6020
340,6021
341,6026
342,6028
343,6036
344,6037
345,6042
346,6058
347,6069
348,6083
349,6098
350,6105
351,6106
352,6134
353,6135
354,6137
355,6171
356,6172
357,6173
358,6181
359,6193
360,6195
361,6198
