,customer,weight,round,length
0,"[51, 52, 60, 239, 240, 156, 241, 59, 58]","[4, 1, 1, 1, 1, 1, 3, 1, 2]",0,2536.5829565159
1,"[206, 207, 131, 183, 48, 101, 100, 98, 97, 47, 44, 96, 99, 219, 216]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,4701.3533340711
2,"[147, 65, 64, 242, 61, 63, 62, 174, 157, 66]","[2, 2, 1, 1, 1, 1, 1, 1, 2, 3]",0,3065.0415137484993
3,"[53, 177, 71, 247, 245, 244, 21, 158, 25, 214, 22]","[1, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1]",0,3445.9308111034006
4,"[189, 45, 46, 167, 134, 133, 170, 208, 236, 237]","[2, 2, 1, 1, 2, 2, 1, 2, 1, 1]",1,4713.821218922
5,"[211, 210, 119, 30, 107, 37, 36, 35, 83]","[3, 1, 2, 1, 1, 2, 1, 3, 1]",1,3622.1502695225004
6,"[90, 233, 169, 7, 8, 235, 234, 12, 11, 9, 10]","[1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 1]",1,4905.8355114724
7,"[227, 138, 153, 155, 154, 144, 223, 1, 39, 224, 140, 202, 15]","[2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,3989.360810088
8,"[168, 232, 6, 5, 124, 196, 123, 78, 75, 33, 260]","[4, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]",2,9876.197591020898
9,"[89, 248, 250, 249, 142, 136, 171, 151]","[1, 1, 2, 1, 1, 2, 1, 1]",2,3972.3841818079995
10,"[255, 32, 73, 19, 18, 159, 160, 29, 252, 253, 27, 256, 121]","[1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1]",2,5829.713922513599
11,"[111, 110, 109, 115, 114, 112, 106, 55, 113, 38, 35]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",2,4050.983323673
