,customer,weight,round,length
0,"[65, 18, 113, 1, 0, 19, 129, 68, 120, 105]","[3, 3, 2, 1, 1, 1, 1, 1, 1, 1]",0,3701.1257716975
1,"[3, 2, 139, 138, 181, 17, 144, 176, 97, 119, 67, 118, 117]","[2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]",1,3810.0895070353995
2,"[142, 146, 175, 58, 59, 125, 123, 192, 98]","[1, 2, 2, 3, 2, 1, 1, 2, 1]",2,4951.021308308
3,"[141, 145, 115, 114, 183, 182, 191, 109, 110, 108, 124]","[1, 2, 1, 1, 1, 2, 3, 1, 1, 1, 1]",3,4916.171400958801
4,"[171, 38, 169, 131, 6, 11, 12, 16, 115, 14, 52]","[1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2]",4,22558.576393804
5,"[100, 101, 54, 107, 133, 168, 10, 78, 13, 186, 187]","[1, 2, 1, 2, 1, 2, 1, 1, 2, 1, 1]",5,25069.925452932002
6,"[50, 72, 134, 188, 27, 55, 23, 89, 91]","[2, 1, 3, 2, 2, 2, 1, 1, 1]",6,24707.4722432588
7,"[150, 151, 51, 46, 28, 174, 90, 92]","[1, 2, 2, 1, 2, 3, 2, 2]",7,25158.218243937
8,"[185, 92, 103, 80, 153, 152, 76, 121, 189, 60]","[2, 1, 1, 1, 1, 1, 3, 2, 2, 1]",8,26082.289728279404
9,"[61, 157, 164, 102, 87, 154, 155, 147, 148, 79, 86, 49]","[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3]",9,16364.722886839401
10,"[84, 122, 149, 37, 111, 160, 71, 163]","[1, 2, 1, 1, 2, 1, 2, 2]",10,16914.148016075
