,CID
0,3254
1,8376
2,8377
3,10497
4,10498
5,10511
6,10512
7,11077
8,11955
9,16956
10,16957
11,16958
12,16959
13,16960
14,16967
15,16968
16,16970
17,16971
18,16972
19,16973
20,16974
21,16975
22,16976
23,16978
24,16979
25,16980
26,16981
27,17045
28,17046
29,17047
30,17048
31,17049
32,17050
33,17077
34,17079
35,17080
36,17450
37,23674
38,23676
39,23677
40,23678
41,23833
42,23834
43,23835
44,30746
45,30747
46,30748
47,30843
48,30844
49,30845
50,30846
51,30847
52,30848
53,30849
54,30851
55,30852
56,30853
57,30854
58,30855
59,31495
60,31496
61,38397
62,38398
63,38399
64,38400
65,38402
66,38403
67,38452
68,38453
69,38454
70,38455
71,38456
72,38473
73,45903
74,45904
75,45905
76,45906
77,45907
78,45908
79,45909
80,45910
81,45911
82,45912
83,45913
84,45914
85,45915
86,45916
87,45971
88,45972
89,45973
90,45974
91,45975
92,45976
93,45977
94,45978
95,45979
96,45980
97,45981
98,45982
99,45983
100,45999
101,46318
102,46319
103,46320
104,46321
105,46323
106,46324
107,46325
108,46326
109,46327
110,46329
111,46330
112,46497
113,46502
114,46505
115,46506
116,47150
117,53080
118,53081
119,53082
120,53083
121,53195
122,53504
123,53569
124,53570
125,59516
126,59562
127,59563
128,59564
129,59572
130,59573
131,59574
132,59575
133,59576
134,59577
135,59578
136,59579
137,59835
138,59836
139,59907
140,59908
141,59909
142,59985
143,59986
144,59987
145,59988
146,59989
147,59990
148,60738
