,customer,weight,round,length
0,"[36, 16, 11, 44, 79, 100, 21, 94, 93, 12, 13, 41, 14]","[1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1]",0,4808.140073412
1,"[60, 61, 145, 6, 143, 142, 148, 42, 43, 65, 115, 63, 8, 7, 64]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,6635.3441911844
2,"[30, 66, 71, 114, 5, 51, 87, 86, 109, 124, 4, 1]","[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2]",0,10639.148127248
3,"[59, 57, 130, 31, 103, 117, 40, 91, 92, 75]","[1, 2, 1, 1, 2, 4, 1, 1, 1, 1]",0,6959.4608196186
4,"[48, 47, 46, 24, 23, 22, 54, 106, 105, 123, 121, 122]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2]",0,6914.1858352757
5,[],[],1,0.0
6,[],[],1,0.0
7,[143],[1],1,5086.8392838
8,[],[],1,0.0
9,[],[],1,0.0
