,customer,weight,round,length
0,"[65, 29, 28, 37, 61, 88, 86]","[3, 3, 1, 2, 1, 3, 2]",0,2224.23144273
1,"[56, 53, 52, 51, 69, 38, 39, 30, 13, 54, 55]","[1, 3, 1, 1, 1, 2, 1, 1, 2, 1, 1]",0,2943.589466562
2,"[58, 57, 44, 102, 45, 75, 46, 47]","[4, 3, 1, 2, 1, 2, 1, 1]",0,3190.6886376596
3,[96],[15],0,4390.02449024
4,"[96, 2, 8, 10, 100, 26]","[6, 1, 1, 2, 3, 2]",0,8311.507731542
5,"[108, 82, 68, 97, 50]","[2, 4, 1, 3, 1]",1,2604.9342508869995
6,"[50, 49, 89, 105, 106, 40, 104, 67, 66]","[1, 1, 1, 1, 1, 1, 1, 2, 2]",1,2535.9932753688995
7,"[14, 3, 4, 7, 15]","[2, 5, 1, 1, 1]",1,2953.4447804379997
8,[],[],1,0.0
9,"[19, 98, 23, 24, 17, 18, 41, 42, 35, 109, 34, 81]","[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1]",1,3652.3862194485996
