,BID
0,31355
1,31360
2,31372
3,31376
4,31384
5,31385
6,31388
7,31391
8,31398
9,31401
10,31405
11,31413
12,31433
13,31441
14,31458
15,31470
16,31476
17,31492
18,31500
19,31504
20,31506
21,31512
22,31527
23,31535
24,31538
25,31542
26,31568
27,31676
28,31682
29,31692
30,31698
31,31727
32,31791
33,31796
34,31816
35,31828
36,31870
37,31873
38,31887
39,31890
40,31891
41,31892
42,31902
43,31955
44,31965
45,31974
46,31975
47,31980
48,31994
49,32005
50,32017
51,32032
52,32034
53,32041
54,32045
55,32079
56,32085
57,32144
58,32160
59,32172
60,32206
61,32214
62,32266
63,32292
64,32293
65,32300
66,32305
67,32318
68,32359
69,32402
70,32423
71,32461
72,32465
73,32479
74,32483
75,32486
76,32490
77,32501
78,32515
79,32532
80,32548
81,32599
82,32620
83,32632
84,32634
85,32654
86,32786
87,32798
88,32835
89,32876
90,32903
91,32955
92,32959
93,32964
94,32965
95,32967
96,33012
97,33039
98,33057
99,33077
100,33106
101,33107
102,33165
103,33166
104,33293
