,BID
0,13369
1,13427
2,13460
3,13504
4,13505
5,13510
6,13552
7,13557
8,13567
9,13598
10,13611
11,13686
12,13695
13,13698
14,13817
15,13829
16,13861
17,13874
18,13878
19,13899
20,13926
21,13931
22,13977
23,13978
24,13992
25,14004
26,14045
27,14052
28,14089
29,14099
30,14102
31,14131
32,14133
33,14136
34,14137
35,14157
36,14191
37,14217
38,14218
39,14224
40,14253
41,14280
42,14281
43,14285
44,14314
45,14318
46,14328
47,14347
48,14383
49,14397
50,14418
51,14434
52,14450
53,14457
54,14474
55,14476
56,14482
57,14506
58,14509
59,14514
60,14523
61,14543
62,14551
63,14569
64,14571
65,14644
66,14662
67,14695
68,14702
69,14711
70,14718
71,14752
72,14759
73,14774
74,14776
75,14794
76,14811
77,14821
78,14843
79,14871
80,14876
81,14880
82,14883
83,14892
84,14904
85,14924
86,14937
87,14943
88,14969
89,14994
90,14997
91,15016
92,15042
93,15064
94,15075
95,15100
96,15105
97,15116
98,15136
99,15216
100,15234
