,CID
0,7665
1,7669
2,7670
3,10635
4,10636
5,10637
6,10713
7,10714
8,10715
9,10716
10,10717
11,10963
12,10964
13,11211
14,11212
15,12258
16,16303
17,16307
18,16308
19,16309
20,16310
21,16311
22,16312
23,16317
24,17617
25,17655
26,17983
27,18359
28,19278
29,19330
30,24400
31,24401
32,26384
33,31811
34,31812
35,31813
36,31814
37,31815
38,31816
39,32115
40,32116
41,32117
42,32118
43,32119
44,32120
45,32121
46,32122
47,32123
48,32124
49,33322
50,39345
51,39346
52,39556
53,39557
54,39558
55,39559
56,39560
57,40657
58,45239
59,45240
60,45241
61,45242
62,45243
63,45244
64,45245
65,45246
66,45247
67,46369
68,46371
69,46378
70,46772
71,46773
72,46774
73,46775
74,46776
75,46777
76,46803
77,46816
78,46817
79,46819
80,46820
81,46821
82,46822
83,46823
84,47321
85,47322
86,47323
87,47324
88,47325
89,47326
90,47327
91,47328
92,47533
93,47534
94,53520
95,53753
96,54019
97,54020
98,55272
99,55304
100,55305
101,59915
102,60490
103,60491
104,60492
105,60493
106,60494
107,60834
108,61581
109,61582
110,61599
