,BID
0,22099
1,22227
2,22232
3,22336
4,22396
5,22501
6,22676
7,22689
8,22692
9,22728
10,22805
11,22825
12,22854
13,22868
14,22875
15,22935
16,22944
17,22960
18,23050
19,23064
20,23080
21,23082
22,23107
23,23134
24,23145
25,23164
26,23192
27,23231
28,23237
29,23287
30,23321
31,23328
32,23365
33,23401
34,23417
35,23428
36,23442
37,23451
38,23467
39,23474
40,23476
41,23501
42,23506
43,23521
44,23529
45,23533
46,23548
47,23550
48,23554
49,23568
50,23590
51,23591
52,23600
53,23605
54,23614
55,23633
56,23651
57,23654
58,23677
59,23684
60,23721
61,23752
62,23769
63,23822
64,23829
65,23854
66,23914
67,23942
68,23964
69,23969
70,24002
71,24008
72,24028
73,24047
74,24054
75,24062
76,24092
77,24109
78,24125
79,24137
80,24149
81,24157
82,24159
83,24168
84,24180
85,24253
86,24263
87,24283
88,24303
89,24310
90,24319
91,24378
92,24384
93,24410
94,24424
95,24441
96,24453
97,24479
98,24503
99,24533
100,24541
101,24555
102,24567
103,24578
104,24580
105,24597
106,24625
107,24653
108,24689
109,24708
110,24714
111,24718
112,24737
113,24759
114,24827
115,24875
116,24901
117,24910
118,24959
119,24975
120,24985
121,25035
122,25056
123,25058
124,25059
125,25085
126,25141
127,25145
128,25152
129,25190
130,25260
131,25308
132,25434
133,25440
134,25446
135,25460
136,25496
137,25514
138,25517
139,25524
140,25528
141,25537
142,25625
143,25702
144,25727
145,25935
146,26021
147,26049
148,26201
149,26363
150,26446
151,26452
152,26530
153,26681
154,26716
155,26814
156,26829
