,customer,weight,round,length
0,"[30, 132, 265, 134, 124, 133, 161, 162, 27]","[2, 3, 2, 1, 1, 1, 2, 2, 1]",0,5240.6291653724
1,"[239, 157, 209, 122, 123, 49, 159, 160, 125, 121, 120, 75]","[1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1]",1,16804.3239661267
2,"[73, 263, 203, 205, 23, 206, 204, 76, 77]","[2, 1, 2, 1, 1, 2, 1, 3, 2]",2,13230.072103270002
3,"[23, 46, 262, 261, 114, 201, 72, 74, 71, 115, 116, 202, 19]","[1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1]",3,14857.729064779498
4,"[232, 150, 260, 259, 233, 153, 152, 68, 67, 230, 43, 45, 189, 20]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",4,17880.057965579996
5,"[139, 7, 6, 189, 191, 197, 44, 198, 190, 192, 70, 231]","[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1]",5,34246.543221244996
6,"[59, 226, 221, 37, 219, 247, 34, 245, 69, 257, 196, 176, 248, 174]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",6,23708.305892944005
7,"[41, 63, 84, 65, 66, 177, 142, 140, 106, 107, 196]","[1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1]",7,28313.796830677
8,"[83, 118, 64, 181, 182, 227, 186, 188, 185, 187]","[1, 1, 2, 3, 1, 1, 1, 2, 2, 1]",8,26108.9953857746
9,[227],[4],9,24606.7557296
