,customer,weight,round,length
0,"[192, 191, 110, 108, 124, 123, 125, 3, 65]","[2, 3, 1, 1, 1, 1, 1, 2, 3]",0,3634.5194187459992
1,"[19, 18, 17, 138, 139, 2, 1, 113, 14, 52]","[1, 3, 1, 1, 1, 1, 1, 2, 2, 2]",0,5331.701646512501
2,"[0, 181, 144, 146, 114, 115, 183, 145, 141, 182, 142]","[1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1]",0,3619.1455771720002
3,"[129, 105, 120, 68, 16, 171, 38, 169, 131, 11, 6, 12, 117]","[1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1]",0,19631.323284341997
4,"[59, 58, 109, 175, 176, 97, 98, 119, 67, 118]","[2, 3, 1, 2, 1, 2, 1, 1, 1, 1]",0,3839.9220764659995
5,"[91, 90, 185, 92, 89, 174, 186, 187, 78]","[1, 2, 2, 3, 1, 3, 1, 1, 1]",1,13963.8487838084
6,"[100, 28, 27, 46, 189, 121, 76, 61, 60]","[1, 2, 2, 1, 2, 2, 3, 1, 1]",1,12974.956088421999
7,"[51, 49, 86, 79, 148, 147, 155, 154, 87, 153, 150]","[2, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1]",1,12952.9405664764
8,"[13, 10, 168, 157, 164, 188, 134, 107, 133]","[2, 1, 2, 1, 1, 2, 3, 2, 1]",1,23462.61577681
9,"[50, 72, 151, 103, 80, 102, 152, 54, 55, 23, 101]","[2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2]",1,13649.1598611856
10,[],[],2,0.0
11,[],[],2,0.0
12,[],[],2,0.0
13,[],[],2,0.0
14,"[84, 122, 149, 37, 111, 160, 71, 163]","[1, 2, 1, 1, 2, 1, 2, 2]",2,16914.148016075
