,customer,weight,round,length
0,[8],[15],0,95.4308626804
1,[8],[15],1,95.4308626804
2,"[8, 11]","[9, 6]",2,275.0895034957
3,[11],[15],3,179.658640815
4,[11],[15],4,179.658640815
5,[11],[15],5,179.658640815
6,[11],[15],6,179.658640815
7,[11],[15],7,179.658640815
8,[11],[15],8,179.658640815
9,[11],[15],9,179.658640815
10,[11],[15],10,179.658640815
11,[11],[15],11,179.658640815
12,[11],[15],12,179.658640815
13,[11],[15],13,179.658640815
14,[11],[15],14,179.658640815
15,[11],[15],15,179.658640815
16,[11],[15],16,179.658640815
17,[11],[15],17,179.658640815
18,"[7, 72, 111, 73, 71, 70, 13, 11]","[1, 1, 3, 2, 1, 1, 1, 5]",18,1563.9234562795
19,"[44, 43, 35, 0, 79, 108, 97, 16, 69, 19, 39]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5]",19,4855.88434441
20,"[113, 46, 116, 45, 53, 78, 67, 39, 40, 15, 65]","[1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 3]",20,5791.018522559699
21,"[81, 22, 47, 84, 100, 77, 76, 29, 30, 110, 55, 56]","[1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1]",21,7398.6471631760005
22,"[24, 25, 23, 38, 92, 61]","[1, 2, 2, 2, 1, 1]",22,6168.402321342999
