,BID
0,7292
1,7314
2,7362
3,7368
4,7381
5,7499
6,7604
7,7659
8,7675
9,7691
10,7695
11,7696
12,7704
13,7711
14,7717
15,7732
16,7750
17,7754
18,7757
19,7805
20,7811
21,7813
22,7828
23,7842
24,7850
25,7875
26,7897
27,7907
28,7909
29,7910
30,7913
31,7923
32,7925
33,7932
34,7936
35,7943
36,7947
37,7954
38,7967
39,7969
40,7979
41,7993
42,8010
43,8012
44,8029
45,8032
46,8033
47,8055
48,8072
49,8077
50,8081
51,8097
52,8108
53,8119
54,8142
55,8150
56,8163
57,8173
58,8183
59,8189
60,8202
61,8232
62,8257
63,8261
64,8286
65,8317
66,8320
67,8333
68,8340
69,8341
70,8350
71,8389
72,8406
73,8419
74,8421
75,8430
76,8431
77,8444
78,8459
79,8471
80,8472
81,8495
82,8516
83,8528
84,8557
85,8560
86,8562
87,8580
88,8588
89,8617
90,8625
91,8635
92,8638
93,8640
94,8642
95,8648
96,8668
97,8686
98,8688
99,8691
100,8694
101,8705
102,8710
103,8715
104,8716
105,8717
106,8737
107,8746
108,8752
109,8756
110,8764
111,8767
112,8769
113,8783
114,8789
115,8791
116,8794
117,8797
118,8798
119,8808
120,8813
121,8819
122,8822
123,8823
124,8832
125,8837
126,8838
127,8842
128,8852
129,8855
130,8864
131,8865
132,8866
133,8868
134,8877
135,8878
136,8881
137,8883
138,8899
139,8902
140,8903
141,8904
142,8908
143,8909
144,8919
145,8920
146,8931
147,8932
148,8934
149,8937
150,8942
151,8946
152,8948
153,8957
154,8958
155,8967
156,8972
157,8975
158,8983
159,8984
160,8987
161,8988
162,8989
163,8996
164,8998
165,9004
166,9006
167,9008
168,9009
169,9011
170,9022
171,9025
172,9031
173,9034
174,9041
175,9046
176,9050
177,9056
178,9057
179,9060
180,9062
181,9071
182,9080
183,9084
184,9088
185,9090
186,9091
187,9093
188,9098
189,9105
190,9106
191,9113
192,9117
193,9120
194,9123
195,9128
196,9135
197,9139
198,9146
199,9159
200,9162
201,9163
202,9168
203,9170
204,9188
205,9190
206,9195
207,9197
208,9198
209,9202
210,9209
211,9216
212,9217
213,9225
214,9229
215,9233
216,9251
217,9252
218,9254
219,9258
220,9259
221,9260
222,9277
223,9290
224,9303
225,9304
226,9321
227,9322
228,9327
229,9333
230,9337
231,9342
232,9346
233,9351
234,9353
235,9354
236,9357
237,9368
238,9369
239,9386
240,9387
241,9391
242,9399
243,9408
244,9411
245,9415
246,9418
247,9443
248,9448
249,9451
250,9464
251,9466
252,9475
253,9478
254,9479
255,9482
256,9486
257,9488
258,9489
259,9505
260,9510
261,9514
262,9525
263,9547
264,9553
265,9556
266,9561
267,9586
268,9605
269,9612
270,9618
271,9634
272,9645
273,9653
274,9657
275,9662
276,9680
277,9688
278,9697
279,9707
280,9710
281,9714
282,9716
283,9736
284,9746
285,9786
286,9788
287,9789
288,9795
289,9804
290,9818
291,9859
292,9870
293,9891
294,9923
295,9935
296,9954
297,9975
298,9980
299,10029
300,10039
301,10086
