,BID
0,31602
1,31690
2,31855
3,31910
4,31939
5,32095
6,32115
7,32140
8,32188
9,32244
10,32253
11,32257
12,32261
13,32270
14,32274
15,32277
16,32278
17,32303
18,32308
19,32311
20,32313
21,32344
22,32352
23,32384
24,32395
25,32425
26,32434
27,32441
28,32460
29,32473
30,32475
31,32499
32,32503
33,32516
34,32536
35,32539
36,32593
37,32605
38,32608
39,32628
40,32631
41,32652
42,32662
43,32666
44,32681
45,32690
46,32714
47,32719
48,32734
49,32758
50,32762
51,32772
52,32791
53,32802
54,32809
55,32841
56,32861
57,32969
58,33015
59,33049
60,33051
61,33081
62,33088
63,33096
64,33119
65,33139
66,33141
67,33155
68,33160
69,33195
70,33208
71,33267
72,33377
73,33480
74,33602
