,CID
0,399
1,400
2,1558
3,1559
4,1560
5,1561
6,1848
7,1849
8,1851
9,2149
10,2150
11,2151
12,3959
13,3960
14,4747
15,6247
16,8250
17,8579
18,10296
19,10297
20,10298
21,10308
22,10309
23,10322
24,12153
25,12343
26,17190
27,17193
28,17194
29,17197
30,23633
31,23980
32,23981
33,23983
34,23984
35,23985
36,23986
37,23987
38,23988
39,31024
40,31025
41,31026
42,31027
43,31028
44,31488
45,31489
46,31490
47,31492
48,31493
49,32367
50,33065
51,33339
52,38450
53,38676
54,38683
55,38684
56,38685
57,38686
58,38687
59,38948
60,38949
61,38950
62,38951
63,46187
64,46188
65,46189
66,46190
67,46191
68,46192
69,46193
70,46194
71,46195
72,46196
73,46197
74,47438
75,47439
76,48458
77,53365
78,53367
79,53368
80,53369
81,53370
82,53371
83,53372
84,53381
85,53475
86,59691
87,59692
88,59693
89,59694
90,61614
