,CID
0,363
1,364
2,365
3,1808
4,2165
5,10373
6,10374
7,10375
8,10376
9,10377
10,10378
11,10379
12,10380
13,10381
14,10382
15,10383
16,10425
17,10426
18,10427
19,10428
20,10429
21,10443
22,10444
23,10445
24,10446
25,10447
26,10448
27,11974
28,12012
29,12601
30,12602
31,12603
32,15807
33,15808
34,15809
35,17317
36,17318
37,17322
38,17364
39,17365
40,17366
41,17367
42,17368
43,17371
44,17372
45,17373
46,17374
47,17375
48,17376
49,18347
50,18572
51,18573
52,19362
53,19363
54,19560
55,19596
56,19736
57,19737
58,19738
59,24018
60,24019
61,24020
62,24021
63,24022
64,24023
65,24033
66,24034
67,24066
68,24069
69,24070
70,26306
71,26451
72,31453
73,31454
74,31455
75,31458
76,31459
77,31471
78,31472
79,31473
80,31474
81,31546
82,31547
83,31548
84,31549
85,31550
86,31551
87,31552
88,31556
89,31558
90,31559
91,31560
92,31561
93,31562
94,31563
95,31568
96,31570
97,31571
98,31572
99,33351
100,37392
101,37393
102,37394
103,37395
104,37396
105,37397
106,37398
107,37399
108,37400
109,37401
110,37402
111,38898
112,38899
113,38900
114,38997
115,38999
116,39001
117,39002
118,39003
119,39004
120,39005
121,39006
122,39007
123,39008
124,39009
125,39883
126,46231
127,46236
128,46237
129,46265
130,46266
131,46267
132,46276
133,46283
134,46284
135,46342
136,46346
137,46347
138,46348
139,46362
140,46381
141,46382
142,46383
143,46385
144,47536
145,48344
146,53410
147,53458
148,53459
149,53460
150,53461
151,53462
152,53464
153,53465
154,53466
155,53467
156,53468
157,53469
158,53470
159,53471
160,53521
161,55048
162,59731
163,59732
164,59733
165,59734
166,59735
167,59736
168,59912
169,59913
170,59914
171,61414
172,61415
173,61416
174,61613
175,61753
176,61870
