,BID
0,15813
1,15991
2,15997
3,16013
4,16055
5,16113
6,16114
7,16146
8,16221
9,16232
10,16252
11,16316
12,16319
13,16370
14,16389
15,16446
16,16449
17,16450
18,16452
19,16457
20,16463
21,16473
22,16479
23,16525
24,16553
25,16556
26,16565
27,16568
28,16576
29,16597
30,16600
31,16605
32,16618
33,16655
34,16666
35,16682
36,16699
37,16731
38,16759
39,16764
40,16769
41,16775
42,16790
43,16814
44,16821
45,16825
46,16846
47,16850
48,16866
49,16877
50,16879
51,16883
52,16900
53,16908
54,16911
55,16970
56,17044
57,17048
58,17050
59,17079
60,17083
61,17089
62,17113
63,17119
64,17124
65,17162
66,17175
67,17201
68,17207
69,17214
70,17226
71,17246
72,17254
73,17263
74,17289
75,17296
76,17309
77,17311
78,17312
79,17344
80,17354
81,17363
82,17370
83,17396
84,17415
85,17433
86,17484
87,17508
88,17524
89,17529
90,17531
91,17540
92,17550
93,17558
94,17589
95,17592
96,17596
97,17602
98,17635
99,17651
100,17658
101,17668
102,17703
103,17721
104,17727
105,17735
106,17759
107,17763
108,17771
109,17773
110,17778
111,17786
112,17787
113,17797
114,17834
115,17846
116,17849
117,17856
118,17873
119,17878
120,17923
121,17927
122,17928
123,17938
124,17941
125,17950
126,17968
127,17972
128,17981
129,17990
130,18013
131,18023
132,18026
133,18028
134,18034
135,18082
136,18095
137,18098
138,18100
139,18102
140,18104
141,18117
142,18123
143,18126
144,18137
145,18143
146,18145
147,18175
148,18192
149,18197
150,18216
151,18245
152,18256
153,18286
154,18309
155,18330
156,18340
157,18352
158,18368
159,18389
160,18418
161,18444
162,18512
163,18517
164,18535
165,18563
166,18577
167,18591
168,18605
169,18628
170,18646
171,18672
172,18685
173,18691
174,18738
175,18765
176,18774
177,18792
178,18820
179,18860
180,18878
181,18881
182,18907
183,18911
184,18913
185,18926
186,18942
187,18986
188,19004
189,19006
190,19017
191,19028
192,19051
193,19052
194,19059
195,19088
196,19099
197,19103
198,19208
199,19229
200,19321
201,19337
202,19379
203,19437
204,19466
205,19600
206,19698
207,19725
208,19743
209,19762
210,19790
211,19794
212,19826
213,19838
214,19894
215,19913
216,19945
217,20028
218,20180
219,20191
220,20238
221,20264
222,20430
223,20457
224,20469
225,20488
226,20500
227,20558
228,20615
229,20638
230,20650
231,20656
232,20661
233,20669
234,20698
235,20764
236,20832
237,21072
