,CID
0,6260
1,13146
2,13147
3,13148
4,13149
5,13306
6,20242
7,20243
8,20244
9,20245
10,20355
11,20356
12,20550
13,27075
14,27076
15,27077
16,27078
17,27079
18,27080
19,27081
20,27227
21,27228
22,27229
23,27230
24,27231
25,34342
26,34348
27,34349
28,34350
29,34357
30,34358
31,34359
32,34360
33,34361
34,34362
35,34363
36,34364
37,34365
38,34366
39,34367
40,34368
41,34369
42,41313
43,41314
44,41315
45,41687
46,41688
47,41689
48,41690
49,41727
50,41905
51,49225
52,49226
53,49227
54,49249
55,49250
56,49251
57,49252
58,49253
59,49254
60,49372
61,49373
62,49374
63,49375
64,49376
65,49377
66,49378
67,49379
68,49380
69,49381
70,56169
71,56170
72,56425
73,56524
74,62445
75,62446
76,62626
77,62627
78,62661
