,BID
0,38029
1,38113
2,38118
3,38134
4,38138
5,38161
6,38165
7,38176
8,38179
9,38180
10,38187
11,38194
12,38195
13,38197
14,38201
15,38247
16,38248
17,38252
18,38271
19,38273
20,38274
21,38280
22,38306
23,38312
24,38322
25,38327
26,38339
27,38341
28,38358
29,38371
30,38376
31,38385
32,38387
33,38391
34,38413
35,38429
36,38446
37,38447
38,38448
39,38450
40,38462
41,38475
42,38485
43,38486
44,38491
45,38503
46,38521
47,38528
48,38540
49,38554
50,38558
51,38593
52,38594
53,38613
54,38624
55,38640
56,38701
57,38718
58,38720
59,38764
60,38785
61,38820
62,38909
