,customer,weight,round,length
0,"[54, 78, 13, 60, 19, 43, 42, 1, 41, 8, 59, 45, 68, 69, 64]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,3830.8779683189005
1,"[29, 86, 79]","[1, 1, 13]",0,1121.6374699222001
2,"[44, 33]","[14, 1]",0,1068.331613774
3,"[74, 71, 15, 36, 34, 82, 18, 83, 85, 32]","[1, 1, 5, 1, 1, 1, 2, 1, 1, 1]",0,2657.199806819
4,"[72, 79]","[1, 14]",0,1128.9952108233
5,"[95, 77, 76, 75, 24, 94, 25, 57]","[1, 1, 1, 1, 2, 1, 2, 1]",1,3341.741459199
6,[],[],1,0.0
7,[],[],1,0.0
8,[],[],1,0.0
9,"[11, 10, 62, 61, 2, 87, 88, 20, 70, 21, 22, 3, 48, 49]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]",1,4149.652556358
