,CID
0,8185
1,8186
2,8188
3,8189
4,8191
5,8193
6,8195
7,8196
8,8198
9,8200
10,8201
11,8203
12,8206
13,8209
14,8211
15,8213
16,8216
17,8217
18,8219
19,8222
20,8500
21,10451
22,10453
23,10454
24,10629
25,10630
26,10631
27,10632
28,10633
29,10744
30,10745
31,10746
32,10747
33,11357
34,11629
35,17399
36,17401
37,17402
38,17605
39,17606
40,17607
41,17608
42,17609
43,18358
44,23248
45,23249
46,23250
47,23252
48,24095
49,24096
50,24097
51,24098
52,24099
53,24115
54,24116
55,24117
56,24118
57,24119
58,24120
59,24126
60,24129
61,24130
62,24131
63,24371
64,24373
65,24374
66,24375
67,24420
68,24421
69,24426
70,25243
71,25470
72,31607
73,31608
74,31609
75,31610
76,31611
77,31612
78,31613
79,31806
80,31807
81,31808
82,31809
83,31854
84,31855
85,31856
86,31857
87,31858
88,31859
89,31860
90,37905
91,37907
92,37908
93,37909
94,37911
95,37912
96,37913
97,39043
98,39044
99,39045
100,39046
101,39047
102,39048
103,39049
104,39051
105,39052
106,39054
107,39055
108,39056
109,39057
110,39059
111,39060
112,39061
113,39287
114,39288
115,39289
116,39290
117,39291
118,39292
119,39293
120,39297
121,39298
122,39299
123,39300
124,39301
125,39302
126,39303
127,39304
128,39305
129,39306
130,39307
131,39308
132,39347
133,39348
134,39349
135,39354
136,39710
137,40089
138,46412
139,46413
140,46420
141,46435
142,46760
143,46761
144,46762
145,46763
146,46764
147,46765
148,46766
149,46768
150,46770
151,46771
152,47318
153,47532
154,47751
155,48381
156,52584
157,52585
158,52587
159,52588
160,53547
161,53549
162,53744
163,53774
164,55288
165,59944
166,59945
167,59946
168,59947
169,59949
170,59952
171,59953
172,59954
173,59955
174,59956
175,59957
176,60150
177,60151
178,60152
179,60153
180,60154
181,60155
182,60156
183,60157
184,60158
