,customer,weight,round,length
0,"[175, 162, 12, 60, 11, 9, 100, 63, 151, 166, 4]","[1, 3, 1, 2, 1, 2, 1, 1, 1, 1, 1]",0,1914.5147909132002
1,"[158, 8, 64, 53, 54, 103, 102, 74, 75, 76]","[1, 1, 2, 2, 1, 1, 2, 2, 2, 1]",0,2937.5241756849996
2,"[66, 176, 110, 109, 108, 107, 106, 26, 58, 116, 71, 3, 78]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",0,2991.6246486364003
3,"[79, 129, 114, 113, 112, 25, 30, 134]","[3, 3, 1, 1, 1, 1, 1, 4]",0,2263.2336814583996
4,"[164, 165, 35, 36, 83, 172]","[2, 4, 3, 1, 4, 1]",0,2413.35448124
5,[],[],1,0.0
6,"[174, 126, 45, 89, 98, 96, 146, 23, 22]","[1, 2, 2, 1, 1, 1, 1, 1, 1]",1,4628.186042049
7,[],[],1,0.0
8,"[48, 13, 65]","[2, 3, 2]",1,2489.0973419819998
9,"[34, 140, 123, 118, 41, 43, 94, 42]","[3, 1, 1, 4, 1, 1, 2, 1]",1,4645.347938409001
