,customer,weight,round,length
0,[57],[15],0,8729.13493398
1,"[30, 85, 83, 117, 125, 182, 162, 23, 161, 29, 94]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 1]",0,10339.212975197
2,"[177, 74, 113, 73, 31, 51, 52, 114, 115, 34, 61, 60, 147]","[1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,4272.785891048
3,"[58, 69, 70, 71, 87, 86, 62, 38, 158, 141, 15]","[1, 1, 2, 2, 1, 1, 3, 1, 1, 1, 1]",1,8698.526791381
4,"[65, 126, 119, 67, 104, 144, 145, 68, 146]","[1, 1, 1, 2, 1, 2, 3, 3, 1]",2,2859.8227617439998
5,"[101, 105, 100, 99, 128, 103, 143, 3, 175]","[1, 1, 1, 1, 1, 2, 3, 3, 2]",2,5552.0504730658
6,"[150, 149, 46, 132, 131, 55, 54, 2, 1, 96, 97, 111]","[1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1]",3,3460.7795305879995
7,"[173, 107, 4, 6, 137, 121, 41, 43, 53]","[4, 4, 1, 1, 1, 1, 1, 1, 1]",3,14306.013145918001
8,[],[],4,0.0
9,[5],[1],4,10388.59014704
