,BID
0,10627
1,10658
2,10714
3,10715
4,10718
5,10747
6,10755
7,10766
8,10804
9,10829
10,10839
11,10852
12,10858
13,10860
14,10881
15,10889
16,10894
17,10896
18,10907
19,10911
20,10914
21,10923
22,10948
23,10952
24,10956
25,10957
26,10958
27,10967
28,10978
29,10998
30,11007
31,11019
32,11042
33,11069
34,11070
35,11089
36,11106
37,11126
38,11130
39,11133
40,11152
41,11155
42,11157
43,11160
44,11172
45,11189
46,11193
47,11195
48,11200
49,11208
50,11214
51,11216
52,11219
53,11225
54,11227
55,11228
56,11231
57,11232
58,11241
59,11248
60,11250
61,11251
62,11256
63,11263
64,11264
65,11272
66,11274
67,11283
68,11297
69,11300
70,11308
71,11315
72,11317
73,11332
74,11334
75,11341
76,11343
77,11345
78,11348
79,11352
80,11356
81,11357
82,11358
83,11364
84,11368
85,11378
86,11380
87,11381
88,11382
89,11384
90,11392
91,11395
92,11402
93,11413
94,11414
95,11418
96,11423
97,11426
98,11427
99,11436
100,11443
101,11445
102,11447
103,11450
104,11451
105,11457
106,11464
107,11487
108,11488
109,11492
110,11504
111,11509
112,11514
113,11519
114,11540
115,11543
116,11558
117,11565
118,11577
119,11594
120,11599
121,11600
122,11601
123,11602
124,11623
125,11627
126,11633
127,11639
128,11661
129,11696
130,11702
131,11714
132,11722
133,11729
134,11753
135,11761
136,11770
137,11789
138,11798
139,11799
140,11812
141,11827
142,11831
143,11862
144,11884
145,11898
146,11913
147,11931
148,11934
149,11983
150,11984
151,12002
152,12004
153,12019
154,12020
155,12025
156,12028
157,12036
158,12042
159,12071
160,12078
161,12107
162,12123
163,12128
164,12132
165,12146
166,12156
167,12160
168,12163
169,12171
170,12221
171,12222
172,12247
173,12266
174,12275
175,12300
176,12301
177,12343
178,12355
179,12407
180,12415
181,12428
182,12445
183,12477
184,12478
185,12526
186,12540
187,12578
188,12582
189,12597
190,12612
191,12643
192,12650
193,12659
194,12674
195,12678
196,12688
197,12716
198,12740
199,12770
200,12779
201,12812
202,12838
203,12856
204,12895
205,12913
206,12958
207,12992
208,13030
209,13033
210,13043
211,13051
212,13056
213,13089
214,13095
215,13118
216,13128
217,13139
218,13144
219,13185
220,13200
221,13213
222,13217
223,13219
224,13238
225,13248
226,13278
227,13341
228,13345
229,13475
230,13745
231,13943
232,14169
233,14196
