,CID
0,8512
1,10023
2,10024
3,10026
4,10027
5,10028
6,10029
7,10030
8,10198
9,10225
10,10226
11,10227
12,11326
13,11327
14,12079
15,12186
16,12245
17,17107
18,17114
19,17115
20,17116
21,17117
22,17118
23,17119
24,17398
25,18069
26,18070
27,18072
28,18073
29,18200
30,18204
31,18205
32,18206
33,18345
34,18854
35,19265
36,19266
37,19267
38,19326
39,23890
40,23891
41,23892
42,23893
43,23894
44,23895
45,23896
46,23897
47,23903
48,23905
49,23906
50,23907
51,23919
52,23920
53,23924
54,23925
55,23926
56,23927
57,23940
58,24756
59,24757
60,24758
61,24759
62,25164
63,25165
64,25292
65,25293
66,25294
67,25717
68,25733
69,25734
70,25735
71,26080
72,26082
73,26083
74,26084
75,29728
76,29729
77,29730
78,29731
79,29733
80,29734
81,29735
82,29736
83,29737
84,29747
85,29748
86,29749
87,30885
88,30886
89,30894
90,30895
91,30896
92,30897
93,30898
94,30899
95,30900
96,30902
97,30903
98,30904
99,30905
100,30906
101,30907
102,30928
103,30933
104,30934
105,30935
106,30939
107,30940
108,30942
109,32404
110,32441
111,32442
112,32854
113,32860
114,33272
115,33273
116,37673
117,38547
118,38548
119,38549
120,38555
121,38556
122,38557
123,38558
124,38561
125,38563
126,38564
127,38565
128,38566
129,38567
130,38568
131,38569
132,38580
133,38581
134,38582
135,38583
136,38584
137,38585
138,38619
139,38620
140,38621
141,38622
142,38623
143,38642
144,39592
145,39593
146,39594
147,39877
148,39878
149,39879
150,39880
151,39881
152,39882
153,40264
154,40265
155,40266
156,40626
157,40627
158,40674
159,44402
160,44403
161,45766
162,45767
163,45768
164,46033
165,46034
166,46035
167,46036
168,46037
169,46039
170,46040
171,46041
172,46042
173,46043
174,46044
175,46045
176,46046
177,46047
178,46048
179,46049
180,46050
181,46055
182,46056
183,46059
184,46060
185,46061
186,46062
187,46063
188,46069
189,46070
190,46071
191,46072
192,46073
193,46074
194,46085
195,46086
196,46087
197,46088
198,46089
199,46090
200,46091
201,46092
202,46101
203,46102
204,47306
205,47307
206,47446
207,47508
208,47509
209,47954
210,47955
211,47956
212,51808
213,51809
214,53031
215,53032
216,53297
217,53298
218,53299
219,53324
220,53325
221,54402
222,54403
223,54404
224,54428
225,54429
226,55252
227,58646
228,58647
229,58648
230,58649
231,58885
232,58899
233,58900
234,58901
235,58910
236,58911
237,59467
238,59468
239,59606
240,59608
241,59615
242,59616
243,59617
244,59618
245,59619
246,59620
247,59621
248,59638
249,61562
250,61563
251,61564
252,61565
253,61566
