,customer,weight,round,length
0,"[49, 44, 87, 46, 47, 43, 41, 48, 42, 39, 37]","[2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1]",0,1663.7391220337997
1,"[35, 34, 13, 51, 5, 8, 19, 9, 0, 81, 16, 71, 72]","[1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,7473.6065914154005
2,"[29, 91, 11, 92, 90, 89, 83, 67, 66, 26]","[1, 1, 1, 1, 1, 1, 4, 3, 1, 1]",0,5198.9945092936
3,"[54, 62, 64, 21, 22, 23, 96, 31, 63, 38, 40]","[1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 2]",0,3690.4309827576994
4,"[60, 4, 3, 52, 1, 79, 74, 76, 14]","[2, 1, 2, 1, 1, 2, 1, 1, 4]",0,3778.4510746235
5,[],[],1,0.0
6,[],[],1,0.0
7,[50],[1],1,7199.79730526
8,[],[],1,0.0
9,[],[],1,0.0
