,customer,weight,round,length
0,"[8, 169, 119, 120, 121, 122, 10, 9, 3]","[1, 1, 2, 1, 4, 2, 2, 1, 1]",0,3663.792722467
1,"[14, 144, 141, 127, 85, 4, 5, 41, 40]","[2, 1, 1, 2, 1, 1, 2, 2, 3]",0,3375.9771895347
2,"[101, 79, 125, 105, 145, 28, 27, 126]","[2, 1, 1, 3, 1, 1, 3, 3]",0,3371.20675452
3,"[12, 109, 112, 134, 118, 7, 46, 32, 33, 1, 15]","[1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 2]",1,3647.0849748872
4,"[53, 55, 81, 26, 42, 25, 100, 99]","[2, 1, 1, 3, 2, 2, 2, 2]",1,3221.786481809
5,"[151, 93, 128, 29, 91, 124, 142, 143, 139, 123, 13]","[2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2]",1,3544.171583974
6,"[63, 64, 47, 65, 66, 137, 136, 34, 69]","[1, 1, 1, 1, 3, 5, 1, 1, 1]",2,2998.5493834927
7,"[108, 106, 107, 110, 19, 21, 95, 20, 16, 154, 18, 17, 158, 156, 157]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2,3760.8944553043993
8,"[155, 133, 132, 96, 45, 60, 130, 23, 67]","[3, 1, 1, 1, 4, 1, 1, 2, 1]",2,3732.4151761741005
9,[],[],3,0.0
10,[],[],3,0.0
11,"[69, 24, 37]","[1, 1, 4]",3,2906.7069727319995
