,customer,weight,round,length
0,"[81, 102, 37, 34, 33, 97, 98, 31, 6, 7, 9, 190, 167, 166]","[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]",0,3391.0831727588
1,"[164, 50, 52, 1, 141, 51, 160, 48, 204, 129, 130, 165]","[1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1]",0,4053.8520475875002
2,"[77, 45, 117, 187, 148, 189, 111, 44, 162, 21, 80, 128]","[1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1]",0,3416.156999848
3,"[138, 139, 174, 175, 84, 131, 82, 66, 157, 154, 153, 173, 23, 177, 163]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,4604.448864028001
4,"[75, 74, 113, 49, 40, 146, 147, 145, 94, 43, 196, 195, 41, 42, 116]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,4140.3362822415
5,"[120, 123, 122, 55, 192, 10, 110, 87, 194, 85, 200, 108, 185, 184]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11257.456228452
6,[],[],1,0.0
7,[],[],1,0.0
8,"[179, 61, 62, 99, 57, 149, 63, 79, 132]","[2, 2, 5, 1, 1, 1, 1, 1, 1]",1,8427.6803436271
9,"[60, 59, 180, 183, 182, 58]","[2, 1, 1, 1, 2, 3]",1,4536.2689684806
