,customer,weight,round,length
0,"[100, 102, 14, 241, 242, 16, 248, 12, 282, 284, 298, 243, 245]","[1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1]",0,2967.0769216930003
1,"[246, 17, 204, 106, 228, 47, 36, 35, 127, 125, 54, 124]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1]",0,9131.940052124
2,"[5, 297, 145, 141, 138, 278, 152, 153, 203, 113, 43, 112, 44]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1]",0,4765.187497352599
3,"[0, 269, 39, 98, 41, 261, 262, 210, 283, 42, 286, 280]","[2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1]",0,4491.2584875665
4,"[140, 144, 220, 143, 56, 55, 288, 289, 19, 291, 264, 292]","[1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1]",0,3562.6572077870005
5,[],[],1,0.0
6,[],[],1,0.0
7,[],[],1,0.0
8,"[307, 187]","[1, 1]",1,8070.044690283999
9,[],[],1,0.0
