,customer,weight,round,length
0,"[121, 149, 24]","[3, 2, 10]",0,4460.32851072
1,"[88, 133, 130, 134, 66, 60]","[1, 1, 1, 1, 1, 10]",0,5394.924931328
2,"[57, 56, 79, 13, 1, 111, 15, 132, 120]","[5, 1, 1, 3, 1, 1, 1, 1, 1]",0,9265.1025075062
3,[24],[15],0,3194.36313284
4,[60],[15],0,4124.18169072
5,"[4, 37, 3, 64, 100, 101, 124, 123, 18]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,22021.032291813997
6,"[53, 35, 54, 52, 122, 102, 82, 55, 62, 108]","[1, 1, 1, 1, 5, 1, 2, 1, 1, 1]",1,8889.824178760999
7,"[11, 137, 17, 105, 49, 89, 106, 107, 108]","[1, 1, 1, 2, 3, 2, 1, 1, 1]",1,7821.830336186001
8,"[12, 50, 51, 141, 81, 93, 94, 143, 144, 96, 116, 31]","[1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",1,13711.569246523
9,"[7, 77, 9, 84, 5, 70, 29, 75, 26, 27, 95, 72]","[1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1]",1,11121.822836310002
