,CID
0,10817
1,10818
2,10819
3,10820
4,10821
5,10822
6,10823
7,10824
8,10825
9,10828
10,10830
11,10831
12,10832
13,10833
14,10834
15,10835
16,10838
17,10839
18,17904
19,17908
20,17909
21,17919
22,17920
23,17921
24,17922
25,18288
26,24612
27,24614
28,24615
29,24626
30,24627
31,24628
32,24629
33,24654
34,24655
35,24656
36,24657
37,24658
38,24686
39,24687
40,30238
41,32016
42,39445
43,39446
44,39447
45,39448
46,39450
47,39451
48,39452
49,39453
50,39454
51,39455
52,39456
53,39457
54,39516
55,39517
56,40671
57,46928
58,53854
59,53955
60,53959
61,53960
62,53961
63,53966
64,60378
65,60379
66,60380
67,60381
68,60382
69,60383
70,60384
71,60385
72,60386
73,60389
