,customer,weight,round,length
0,"[88, 41, 90, 73, 52, 53, 57, 106, 55, 17]","[1, 2, 2, 1, 2, 1, 1, 2, 1, 2]",0,2193.8718892219995
1,"[65, 94, 66, 39, 40, 89, 36, 6, 97, 95, 30, 77, 76, 5, 60]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,2370.2611260219
2,"[44, 75, 45, 61, 46, 47, 42, 91, 1, 81]","[1, 2, 1, 2, 1, 2, 1, 2, 2, 1]",0,4228.860795339
3,"[22, 25, 48, 3, 51, 2, 4, 18, 19, 54, 20, 87]","[1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1]",0,5293.4378691988
4,"[24, 21, 15, 16, 67, 14, 68, 105, 104, 99, 11, 8, 7, 0, 59]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,4039.64415195
5,"[80, 74]","[1, 3]",1,3669.0711088230005
6,[],[],1,0.0
7,[],[],1,0.0
8,[],[],1,0.0
9,[],[],1,0.0
