,customer,weight,round,length
0,[8],[15],0,95.4308626804
1,[8],[15],0,95.4308626804
2,"[8, 11]","[9, 6]",0,275.0895034957
3,[11],[15],1,179.658640815
4,[11],[15],1,179.658640815
5,[11],[15],1,179.658640815
6,[11],[15],2,179.658640815
7,[11],[15],2,179.658640815
8,[11],[15],2,179.658640815
9,[11],[15],3,179.658640815
10,[11],[15],3,179.658640815
11,[11],[15],3,179.658640815
12,[11],[15],4,179.658640815
13,[11],[15],4,179.658640815
14,[11],[15],4,179.658640815
15,[11],[15],5,179.658640815
16,[11],[15],5,179.658640815
17,[11],[15],5,179.658640815
18,"[11, 13, 70, 71, 73, 111, 72, 7]","[5, 1, 1, 1, 2, 3, 1, 1]",6,1563.9234562795
19,"[19, 69, 65, 15, 40, 39]","[1, 1, 3, 1, 2, 7]",6,3454.6330272437003
20,"[44, 43, 35, 0, 113, 46, 116, 45, 53, 79, 78, 67, 16, 97, 108]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",6,5375.8795520799995
21,"[24, 25, 23, 38, 92, 61, 55, 56]","[1, 2, 2, 2, 1, 1, 1, 1]",7,6168.402321334
22,[],[],7,0.0
23,"[47, 22, 81, 100, 84, 76, 29, 30, 110, 77]","[1, 1, 1, 1, 1, 1, 2, 1, 3, 1]",7,6418.987816623001
