,customer,weight,round,length
0,"[147, 16, 14, 30, 80, 79, 108, 95, 81, 133, 159]","[1, 3, 2, 1, 1, 1, 1, 1, 2, 1, 1]",0,2075.1844642964998
1,"[21, 127, 128, 96, 87, 15, 157, 84, 143, 102, 136, 17, 18]","[1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1]",0,2699.9223321181003
2,"[25, 28, 47, 46, 73, 75, 76, 74, 146]","[1, 3, 1, 1, 2, 1, 1, 1, 4]",0,2280.733788719
3,"[69, 68, 20, 5, 64, 65, 61, 62, 105, 106, 26, 24]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2]",0,2536.0406970731
4,"[13, 116, 8, 137, 138, 117, 139, 156, 120, 113, 10, 9, 78]","[2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]",1,3072.8789934779998
5,"[48, 49, 34, 35, 109, 71, 72, 39, 57, 70, 55, 66]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1]",1,3374.5500008350004
6,"[93, 90, 91, 40, 12, 11, 153, 154, 155, 152, 132]","[1, 3, 1, 1, 2, 2, 1, 1, 1, 1, 1]",1,3632.2031680591
7,"[3, 54, 110, 129, 97, 98, 83, 125, 126, 135]","[3, 1, 2, 2, 1, 1, 2, 1, 1, 1]",1,3018.0741338029
8,"[122, 121, 103, 119, 22, 51]","[2, 1, 2, 1, 1, 1]",2,6592.46204575
9,[],[],2,0.0
10,[],[],2,0.0
11,[],[],2,0.0
