,customer,weight,round,length
0,"[135, 178, 133, 136, 134, 21, 20, 83, 130, 132, 131]","[1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2]",0,5371.772222409
1,"[0, 164, 5, 82, 45, 26, 75, 139, 43]","[1, 5, 1, 1, 1, 1, 1, 1, 3]",0,3481.32704217
2,"[2, 42, 171, 32, 31, 163, 16, 129, 168, 125, 70, 103, 102]","[2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,6507.4618853
3,"[56, 59, 80, 120, 121, 122, 155, 41, 146, 22, 37, 144]","[3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",1,5272.147056473
4,"[142, 57, 160, 159, 109, 29]","[3, 1, 3, 3, 3, 2]",1,4882.7978472370005
5,"[100, 76, 140, 99, 137, 152, 151, 177, 19, 18, 33, 34, 98]","[1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]",1,4679.6974511866
6,"[13, 81, 110, 112, 119, 154, 27]","[2, 2, 6, 1, 1, 1, 2]",2,4212.85285541
7,"[78, 138, 4, 57, 87, 84]","[1, 2, 2, 8, 1, 1]",2,4261.271511913001
8,"[57, 104, 3, 85]","[11, 2, 1, 1]",2,3230.294170482
9,"[110, 115]","[2, 1]",3,3058.5094547559997
10,[],[],3,0.0
11,[],[],3,0.0
