,CID
0,6829
1,10206
2,10207
3,10208
4,10209
5,10210
6,10211
7,10597
8,10945
9,10946
10,10947
11,11021
12,11022
13,11023
14,11024
15,11025
16,11399
17,11400
18,12528
19,17120
20,17122
21,17123
22,18249
23,18250
24,18251
25,18376
26,18387
27,18388
28,19526
29,19527
30,23766
31,23767
32,23768
33,23769
34,23878
35,23879
36,23910
37,23912
38,23913
39,23921
40,23922
41,23923
42,24762
43,24763
44,24764
45,24765
46,24766
47,24767
48,25286
49,25804
50,26129
51,26130
52,26242
53,26243
54,26244
55,26245
56,29619
57,30754
58,30755
59,30756
60,30757
61,30758
62,30759
63,30760
64,30761
65,30762
66,30763
67,30764
68,30918
69,30919
70,32175
71,32314
72,32440
73,32912
74,32913
75,33329
76,33330
77,38575
78,38587
79,38588
80,38589
81,38626
82,38627
83,39217
84,39218
85,39219
86,39220
87,39221
88,39585
89,39756
90,39757
91,39905
92,40804
93,40805
94,40848
95,40942
96,41160
97,45922
98,45923
99,45924
100,45925
101,45927
102,45928
103,45929
104,45930
105,45931
106,45932
107,45933
108,45934
109,45935
110,45936
111,45937
112,46011
113,46012
114,46013
115,46014
116,46015
117,46020
118,46076
119,46077
120,46078
121,46079
122,46080
123,46081
124,46082
125,46083
126,46096
127,46097
128,47552
129,47553
130,48132
131,48365
132,48557
133,53285
134,53286
135,53288
136,53326
137,53327
138,53673
139,53674
140,54444
141,55552
142,55554
143,59520
144,59521
145,59522
146,59591
147,59592
148,59593
149,59594
150,59595
151,59596
152,59597
153,59598
154,59622
155,59623
156,59627
157,60840
158,61307
159,61309
160,61596
