,CID
0,193
1,14073
2,14074
3,14075
4,14076
5,14077
6,14078
7,14079
8,14080
9,14081
10,14082
11,14083
12,14084
13,14085
14,14086
15,14087
16,14088
17,14089
18,14090
19,14091
20,14092
21,14093
22,14287
23,14506
24,14566
25,14567
26,14568
27,14569
28,14570
29,14571
30,14580
31,20666
32,20667
33,20668
34,20669
35,20670
36,20671
37,20672
38,20968
39,20969
40,20973
41,20974
42,20975
43,20976
44,20977
45,20978
46,20979
47,20980
48,20981
49,20982
50,20983
51,21002
52,21094
53,21127
54,21128
55,21176
56,21177
57,21345
58,21459
59,21504
60,27544
61,27882
62,27883
63,27884
64,27885
65,27886
66,27887
67,27888
68,27889
69,27890
70,27891
71,27892
72,27893
73,27894
74,27895
75,27896
76,27897
77,27898
78,27925
79,27926
80,27927
81,27928
82,27929
83,27930
84,28077
85,28129
86,28130
87,28131
88,28251
89,28304
90,28351
91,28352
92,28353
93,34978
94,35251
95,35252
96,35253
97,35254
98,35311
99,35313
100,35314
101,35315
102,35316
103,35317
104,35318
105,35319
106,35320
107,35321
108,35322
109,35323
110,35324
111,35325
112,35326
113,35327
114,35328
115,35329
116,35330
117,35331
118,35344
119,35560
120,35601
121,35602
122,35667
123,35882
124,35883
125,35927
126,35928
127,42019
128,42035
129,42036
130,42037
131,42038
132,42094
133,42336
134,42343
135,42352
136,42355
137,42359
138,42561
139,42613
140,42645
141,42646
142,42647
143,42788
144,42845
145,42922
146,42923
147,42924
148,42925
149,43024
150,43025
151,49954
152,50005
153,50006
154,50007
155,50008
156,50010
157,50011
158,50012
159,50013
160,50014
161,50017
162,50018
163,50020
164,50021
165,50022
166,50023
167,50024
168,50035
169,50036
170,50356
171,50357
172,50358
173,50467
174,50468
175,50469
176,50470
177,50561
178,50562
179,50563
180,50706
181,50707
182,56606
183,56607
184,56608
185,56609
186,56896
187,56897
188,56898
189,56899
190,56900
191,56901
192,56902
193,56903
194,56904
195,56905
196,56909
197,57056
198,57094
199,57102
200,57117
201,57250
202,57367
203,63224
204,63225
205,63226
206,63227
207,63228
208,63229
209,63230
210,63231
211,63232
212,63243
213,63429
214,63777
215,63815
