,customer,weight,round,length
0,"[118, 96, 189, 188, 182, 184, 234, 235, 228, 227, 187, 180, 173]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]",0,2000003517.7516384
1,"[297, 278, 0, 203, 153, 43, 44, 54, 125, 35, 47]","[1, 1, 2, 2, 1, 1, 1, 1, 3, 1, 1]",0,2000004360.8449628
2,"[163, 164, 221, 222, 226, 175, 176, 213, 52, 38, 37, 71, 36]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1]",0,2000004343.9622324
3,"[206, 209, 208, 204, 298, 243, 245, 280, 286, 284, 282, 283, 269, 210]","[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,2000005322.8092816
4,"[174, 117, 49, 220, 292, 264, 291, 19, 289, 288, 55, 56]","[1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1]",0,2000002344.3715754
5,[],[],1,0.0
6,[],[],1,0.0
7,[],[],1,0.0
8,"[144, 113, 112, 125]","[1, 2, 1, 1]",1,2000002374.6505413
9,[],[],1,0.0
